日期,国家,省州,累计确诊,累计治愈,累计死亡
2021/1/6,Canada,Diamond Princess,0,,1
2021/1/6,Canada,Quebec,217999,,8624
2021/1/6,Niger,,3634,2182,113
2021/1/6,Kazakhstan,,205933,180364,2781
2021/1/6,Diamond Princess,,712,699,13
2021/1/6,San Marino,,2549,2158,62
2021/1/6,Burkina Faso,,7563,5474,89
2021/1/6,United Kingdom,Channel Islands,3194,2756,67
2021/1/6,Denmark,Greenland,28,25,0
2021/1/6,Marshall Islands,,4,4,0
2021/1/6,Czechia,,776967,638183,12436
2021/1/6,Turkey,,2283931,2164040,22070
2021/1/6,Canada,Alberta,107501,,1193
2021/1/6,"Korea, South",,66686,47649,1046
2021/1/6,Latvia,,45171,30892,754
2021/1/6,Peru,,1022018,962566,37925
2021/1/6,Kosovo,,52333,43380,1355
2021/1/6,France,French Guiana,13497,9995,72
2021/1/6,United Kingdom,,2836801,0,77346
2021/1/6,Australia,Queensland,1265,1234,6
2021/1/6,Tunisia,,149881,111599,5004
2021/1/6,Maldives,,13967,13225,48
2021/1/6,Canada,New Brunswick,693,,9
2021/1/6,Finland,,37549,31000,576
2021/1/6,Cambodia,,385,362,0
2021/1/6,France,Saint Barthelemy,206,172,1
2021/1/6,Tanzania,,509,183,21
2021/1/6,Ethiopia,,126786,112974,1965
2021/1/6,Croatia,,216286,205078,4223
2021/1/6,Brunei,,172,149,3
2021/1/6,Fiji,,53,44,2
2021/1/6,Malta,,13612,11540,227
2021/1/6,Australia,Northern Territory,87,71,0
2021/1/6,US,,21394210,0,368397
2021/1/6,Slovenia,,131724,107103,2899
2021/1/6,Australia,Tasmania,234,221,13
2021/1/6,Mali,,7395,5110,285
2021/1/6,Panama,,264956,208620,4283
2021/1/6,Jamaica,,13330,11182,306
2021/1/6,Italy,,2201945,1556356,76877
2021/1/6,Papua New Guinea,,799,755,9
2021/1/6,France,French Polynesia,17131,4842,121
2021/1/6,Honduras,,124899,57348,3192
2021/1/6,Paraguay,,111694,87747,2337
2021/1/6,France,Mayotte,6045,2964,56
2021/1/6,Costa Rica,,175038,134911,2267
2021/1/6,New Zealand,,2188,2101,25
2021/1/6,France,Reunion,9118,8706,42
2021/1/6,Uruguay,,23048,16540,221
2021/1/6,Timor-Leste,,49,37,0
2021/1/6,Rwanda,,9058,6940,112
2021/1/6,Canada,Newfoundland and Labrador,392,,4
2021/1/6,France,New Caledonia,40,38,0
2021/1/6,Malawi,,7337,5787,199
2021/1/6,Central African Republic,,4963,1924,63
2021/1/6,Israel,,463448,398368,3529
2021/1/6,Saint Vincent and the Grenadines,,149,100,0
2021/1/6,Togo,,3807,3544,70
2021/1/6,Andorra,,8348,7615,84
2021/1/6,Madagascar,,17767,17298,262
2021/1/6,Cabo Verde,,12052,11633,113
2021/1/6,France,Guadeloupe,8702,2242,155
2021/1/6,Trinidad and Tobago,,7196,6744,127
2021/1/6,Singapore,,58780,58541,29
2021/1/6,Cote d'Ivoire,,22963,22212,138
2021/1/6,Senegal,,20156,17782,433
2021/1/6,Thailand,,9636,4521,67
2021/1/6,Brazil,,7873830,7033286,198974
2021/1/6,Morocco,,447081,418744,7618
2021/1/6,Malaysia,,125438,100578,513
2021/1/6,Australia,South Australia,582,568,4
2021/1/6,Hungary,,331768,179541,10198
2021/1/6,Dominica,,105,93,0
2021/1/6,Bhutan,,755,456,0
2021/1/6,Burma,,128178,111401,2785
2021/1/6,Belarus,,204958,186394,1480
2021/1/6,Norway,,52967,17998,465
2021/1/6,Egypt,,145590,115975,7975
2021/1/6,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",4,4,0
2021/1/6,United Kingdom,Bermuda,632,522,11
2021/1/6,United Kingdom,British Virgin Islands,97,84,1
2021/1/6,Zambia,,23495,19672,417
2021/1/6,Bangladesh,,518898,463480,7687
2021/1/6,Canada,Grand Princess,13,,0
2021/1/6,Chile,,625483,591081,16816
2021/1/6,El Salvador,,47355,42225,1382
2021/1/6,Tajikistan,,13305,13111,90
2021/1/6,Uzbekistan,,77350,75650,615
2021/1/6,Bulgaria,,206392,128789,7961
2021/1/6,Sao Tome and Principe,,1025,987,17
2021/1/6,Iceland,,5832,5676,29
2021/1/6,Ecuador,,217377,190350,14146
2021/1/6,Dominican Republic,,176378,134932,2419
2021/1/6,Jordan,,302856,282727,3955
2021/1/6,Slovakia,,196047,135760,2657
2021/1/6,France,St Martin,1025,855,12
2021/1/6,United Kingdom,Cayman Islands,356,307,2
2021/1/6,Kenya,,97398,79966,1694
2021/1/6,Mexico,,1479835,1119968,129987
2021/1/6,Mongolia,,1308,884,1
2021/1/6,West Bank and Gaza,,144257,126110,1519
2021/1/6,Netherlands,"Bonaire, Sint Eustatius and Saba",196,180,3
2021/1/6,Armenia,,160853,146576,2890
2021/1/6,Cyprus,,25781,2057,138
2021/1/6,Mauritius,,539,514,10
2021/1/6,Nicaragua,,6097,4225,166
2021/1/6,Uganda,,36702,12494,294
2021/1/6,Australia,Australian Capital Territory,118,115,3
2021/1/6,United Kingdom,Anguilla,15,13,0
2021/1/6,United Kingdom,Turks and Caicos Islands,941,799,6
2021/1/6,Ukraine,,1124482,789627,20171
2021/1/6,Botswana,,15440,12481,45
2021/1/6,Canada,Repatriated Travellers,13,,0
2021/1/6,Canada,Manitoba,25541,,705
2021/1/6,Australia,New South Wales,4984,0,54
2021/1/6,Congo (Kinshasa),,18487,14723,599
2021/1/6,Eswatini,,10539,7254,261
2021/1/6,Saudi Arabia,,363377,354899,6272
2021/1/6,Solomon Islands,,17,5,0
2021/1/6,Pakistan,,495075,450515,10511
2021/1/6,Montenegro,,50697,40638,705
2021/1/6,Serbia,,352120,0,3444
2021/1/6,Cuba,,13165,11248,148
2021/1/6,Estonia,,30667,21071,261
2021/1/6,Mauritania,,15111,12805,373
2021/1/6,Belgium,,655732,0,19883
2021/1/6,Japan,,259521,206883,3609
2021/1/6,Equatorial Guinea,,5286,5154,86
2021/1/6,MS Zaandam,,9,7,2
2021/1/6,Samoa,,2,2,0
2021/1/6,Eritrea,,1445,643,3
2021/1/6,Afghanistan,,53105,42666,2244
2021/1/6,Oman,,129888,122456,1504
2021/1/6,United Arab Emirates,,218766,195520,689
2021/1/6,Canada,Prince Edward Island,97,,0
2021/1/6,France,Saint Pierre and Miquelon,16,15,0
2021/1/6,Canada,Yukon,66,,1
2021/1/6,Angola,,17864,11477,413
2021/1/6,France,,2701215,174751,66197
2021/1/6,France,Martinique,6117,98,43
2021/1/6,Guyana,,6407,5948,166
2021/1/6,Chad,,2328,1888,105
2021/1/6,Haiti,,10127,8672,236
2021/1/6,Indonesia,,788402,652513,23296
2021/1/6,Yemen,,2102,1403,610
2021/1/6,Bolivia,,166981,135186,9287
2021/1/6,Netherlands,Aruba,5811,5273,50
2021/1/6,Germany,,1841228,1496182,37835
2021/1/6,Bosnia and Herzegovina,,113392,79465,4211
2021/1/6,Liberia,,1779,1406,83
2021/1/6,Romania,,654007,586764,16299
2021/1/6,Vanuatu,,1,1,0
2021/1/6,Greece,,142267,93764,5099
2021/1/6,Syria,,11988,5753,747
2021/1/6,Australia,Western Australia,874,847,9
2021/1/6,Luxembourg,,47430,43712,517
2021/1/6,Russia,,3274615,2657994,59137
2021/1/6,Portugal,,446606,352225,7377
2021/1/6,Lesotho,,4137,1538,73
2021/1/6,Sri Lanka,,46248,39023,219
2021/1/6,Qatar,,145061,142182,245
2021/1/6,Netherlands,Sint Maarten,1512,1387,27
2021/1/6,Poland,,1344763,1087744,30055
2021/1/6,Canada,Nova Scotia,1520,,65
2021/1/6,Burundi,,884,773,2
2021/1/6,Kuwait,,152438,148015,938
2021/1/6,South Sudan,,3589,3131,63
2021/1/6,Grenada,,127,107,1
2021/1/6,Saint Lucia,,382,292,5
2021/1/6,Guatemala,,140202,128952,4899
2021/1/6,South Africa,,1149591,929239,31368
2021/1/6,Somalia,,4726,3639,130
2021/1/6,Bahamas,,7945,6277,175
2021/1/6,Azerbaijan,,222200,201596,2818
2021/1/6,Barbados,,743,327,7
2021/1/6,Guinea,,13845,13199,81
2021/1/6,Canada,Ontario,205283,,4800
2021/1/6,Vietnam,,1505,1353,35
2021/1/6,Venezuela,,114908,108966,1047
2021/1/6,Comoros,,995,759,13
2021/1/6,Canada,Nunavut,266,,1
2021/1/6,Gambia,,3812,3677,125
2021/1/6,Spain,,1982544,150376,51430
2021/1/6,Libya,,102880,77435,1546
2021/1/6,Sierra Leone,,2739,1929,76
2021/1/6,Bahrain,,94284,91431,353
2021/1/6,Lithuania,,154007,111380,2049
2021/1/6,Georgia,,233879,223276,2666
2021/1/6,Zimbabwe,,17804,11966,431
2021/1/6,Cameroon,,26848,24892,448
2021/1/6,Colombia,,1719771,1569578,44723
2021/1/6,Iraq,,599965,549346,12865
2021/1/6,Namibia,,26319,22200,235
2021/1/6,Suriname,,6666,6021,126
2021/1/6,Austria,,372190,344974,6525
2021/1/6,Lebanon,,199925,136566,1550
2021/1/6,Holy See,,27,15,0
2021/1/6,Ghana,,55168,53928,335
2021/1/6,Switzerland,,470789,317600,8109
2021/1/6,Seychelles,,373,214,1
2021/1/6,Sweden,,469748,0,8965
2021/1/6,Guinea-Bissau,,2455,2398,45
2021/1/6,Nepal,,263193,256161,1899
2021/1/6,Netherlands,Curacao,4378,3463,17
2021/1/6,Congo (Brazzaville),,7127,5846,108
2021/1/6,Kyrgyzstan,,81656,77170,1361
2021/1/6,Liechtenstein,,2295,2005,48
2021/1/6,Benin,,3304,3185,44
2021/1/6,Sudan,,26279,13524,1468
2021/1/6,Gabon,,9641,9453,66
2021/1/6,Albania,,61008,36102,1217
2021/1/6,Ireland,,121154,23364,2299
2021/1/6,Mozambique,,19667,17141,172
2021/1/6,Iran,,1261903,1040521,55830
2021/1/7,Liechtenstein,,2309,2084,48
2021/1/7,Australia,South Australia,585,569,4
2021/1/7,Syria,,12084,5824,755
2021/1/7,Slovenia,,134545,109148,2922
2021/1/7,Lebanon,,204699,137582,1566
2021/1/7,Cameroon,,26848,24892,448
2021/1/7,Libya,,103515,78268,1558
2021/1/7,Canada,Alberta,108469,,1217
2021/1/7,Bhutan,,767,459,0
2021/1/7,Canada,Nunavut,266,,1
2021/1/7,Saint Kitts and Nevis,,33,31,0
2021/1/7,Grenada,,127,107,1
2021/1/7,"Korea, South",,67358,48369,1081
2021/1/7,Madagascar,,17767,17298,262
2021/1/7,Somalia,,4726,3639,130
2021/1/7,Netherlands,Sint Maarten,1531,1394,27
2021/1/7,Czechia,,794740,649394,12621
2021/1/7,Bahrain,,94633,91630,353
2021/1/7,Monaco,,1018,793,3
2021/1/7,Eritrea,,1445,740,3
2021/1/7,Botswana,,16050,12927,48
2021/1/7,Greece,,142777,93764,5146
2021/1/7,Uganda,,37074,12544,297
2021/1/7,Mexico,,1493569,1127471,131031
2021/1/7,Nigeria,,95934,77982,1330
2021/1/7,Canada,Northwest Territories,24,,0
2021/1/7,Namibia,,26682,22666,240
2021/1/7,Germany,,1886561,1517019,38987
2021/1/7,Diamond Princess,,712,699,13
2021/1/7,Mongolia,,1395,896,2
2021/1/7,Luxembourg,,47592,44187,521
2021/1/7,Angola,,17974,11955,413
2021/1/7,Samoa,,2,2,0
2021/1/7,Cote d'Ivoire,,23173,22301,138
2021/1/7,Singapore,,58813,58562,29
2021/1/7,Serbia,,353907,0,3479
2021/1/7,France,St Martin,1025,855,12
2021/1/7,Trinidad and Tobago,,7210,6774,127
2021/1/7,US,,21671278,0,372307
2021/1/7,Tunisia,,152254,113415,5052
2021/1/7,Burma,,128772,112048,2799
2021/1/7,Suriname,,6750,6080,130
2021/1/7,Belgium,,658655,0,19936
2021/1/7,Cabo Verde,,12146,11665,113
2021/1/7,Micronesia,,0,0,0
2021/1/7,Zambia,,24297,19980,423
2021/1/7,Australia,Queensland,1274,1239,6
2021/1/7,Sudan,,26279,13524,1468
2021/1/7,United Kingdom,Bermuda,636,531,11
2021/1/7,Solomon Islands,,17,10,0
2021/1/7,Benin,,3304,3185,44
2021/1/7,Australia,Victoria,20403,19544,820
2021/1/7,Jordan,,304071,284343,3968
2021/1/7,Thailand,,9841,5255,67
2021/1/7,Iran,,1268263,1050553,55933
2021/1/7,Burundi,,885,773,2
2021/1/7,France,French Polynesia,17195,4842,121
2021/1/7,Mauritania,,15214,13037,378
2021/1/7,Croatia,,216848,206310,4266
2021/1/7,Central African Republic,,4969,4885,63
2021/1/7,Austria,,374730,346901,6568
2021/1/7,Iceland,,5845,5690,29
2021/1/7,Colombia,,1737347,1580285,45067
2021/1/7,United Kingdom,Montserrat,13,12,1
2021/1/7,Ethiopia,,127227,113021,1966
2021/1/7,United Kingdom,Anguilla,15,13,0
2021/1/7,United Kingdom,,2889419,0,78508
2021/1/7,Dominican Republic,,177493,135587,2423
2021/1/7,Australia,Northern Territory,88,71,0
2021/1/7,Djibouti,,5857,5766,61
2021/1/7,Saint Lucia,,383,304,5
2021/1/7,Andorra,,8348,7615,84
2021/1/7,Guinea-Bissau,,2455,2398,45
2021/1/7,Canada,Quebec,220518,,8671
2021/1/7,France,Reunion,9173,8706,42
2021/1/7,Canada,Nova Scotia,1524,,65
2021/1/7,France,Saint Pierre and Miquelon,16,15,0
2021/1/7,Bangladesh,,519905,464446,7718
2021/1/7,Gambia,,3833,3677,125
2021/1/7,Brunei,,173,149,3
2021/1/7,United Kingdom,Cayman Islands,359,310,2
2021/1/7,Venezuela,,115322,109364,1052
2021/1/7,Barbados,,743,327,7
2021/1/7,Bahamas,,7959,6297,175
2021/1/7,Burkina Faso,,7713,5533,89
2021/1/7,Hungary,,334836,179541,10325
2021/1/7,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",4,4,0
2021/1/7,Kenya,,97733,80306,1702
2021/1/7,Argentina,,1690006,1484794,44122
2021/1/7,Portugal,,456533,355701,7472
2021/1/7,Canada,New Brunswick,717,,9
2021/1/7,France,French Guiana,13632,9995,73
2021/1/7,Equatorial Guinea,,5286,5154,86
2021/1/7,Belize,,11152,10344,267
2021/1/7,United Kingdom,Falkland Islands (Malvinas),29,27,0
2021/1/7,Romania,,658958,591596,16410
2021/1/7,Australia,Western Australia,874,847,9
2021/1/7,Slovakia,,198184,138383,2717
2021/1/7,Tanzania,,509,183,21
2021/1/7,Yemen,,2104,1405,610
2021/1/7,Indonesia,,797723,659437,23520
2021/1/7,Netherlands,,850790,0,12084
2021/1/7,France,Guadeloupe,8702,2242,155
2021/1/7,Bolivia,,168891,136266,9304
2021/1/7,Guatemala,,141074,129542,4928
2021/1/7,Chad,,2358,1918,105
2021/1/7,Timor-Leste,,49,40,0
2021/1/7,Guyana,,6469,5990,167
2021/1/7,Paraguay,,112856,88724,2352
2021/1/7,Malaysia,,128465,102723,521
2021/1/7,Liberia,,1779,1406,83
2021/1/7,Cambodia,,386,362,0
2021/1/7,Qatar,,145271,142314,245
2021/1/7,Vanuatu,,1,1,0
2021/1/7,Ghana,,55461,54164,336
2021/1/7,Canada,British Columbia,56015,,970
2021/1/7,Russia,,3297833,2681373,59628
2021/1/7,United Kingdom,British Virgin Islands,97,84,1
2021/1/7,Japan,,267084,210295,3674
2021/1/7,France,Saint Barthelemy,206,172,1
2021/1/7,Cyprus,,26208,2057,140
2021/1/7,Niger,,3706,2253,119
2021/1/7,Lesotho,,4351,1549,76
2021/1/7,Vietnam,,1509,1353,35
2021/1/7,Lithuania,,156416,116502,2092
2021/1/7,Uzbekistan,,77412,75759,615
2021/1/7,Denmark,Greenland,27,25,0
2021/1/7,Denmark,Faroe Islands,643,584,1
2021/1/7,Zimbabwe,,18675,12083,446
2021/1/7,Oman,,130070,122556,1505
2021/1/7,Canada,Newfoundland and Labrador,392,,4
2021/1/7,France,Martinique,6117,98,43
2021/1/7,Canada,Diamond Princess,0,,1
2021/1/7,India,,10413417,10037398,150570
2021/1/7,Sierra Leone,,2757,1973,77
2021/1/7,Latvia,,46545,34268,790
2021/1/7,Armenia,,161054,147388,2901
2021/1/7,Bosnia and Herzegovina,,113392,79465,4211
2021/1/7,Australia,Australian Capital Territory,118,115,3
2021/1/7,Eswatini,,10773,7377,268
2021/1/7,Cuba,,13479,11390,148
2021/1/7,Saudi Arabia,,363485,355037,6278
2021/1/7,Maldives,,13988,13238,49
2021/1/7,Costa Rica,,176407,135475,2286
2021/1/7,Peru,,1022018,962566,37925
2021/1/7,Ukraine,,1133802,801293,20334
2021/1/7,Morocco,,448678,420569,7645
2021/1/7,Ecuador,,218385,190350,14158
2021/1/7,Antigua and Barbuda,,163,149,5
2021/1/7,Mauritius,,539,514,10
2021/1/7,Sao Tome and Principe,,1035,988,17
2021/1/7,Canada,Grand Princess,13,,0
2021/1/7,Saint Vincent and the Grenadines,,149,100,0
2021/1/7,Canada,Repatriated Travellers,13,,0
2021/1/7,Malawi,,7611,5791,203
2021/1/7,Netherlands,Curacao,4405,3479,18
2021/1/7,Kyrgyzstan,,81826,77376,1363
2021/1/7,Canada,Manitoba,25742,,717
2021/1/7,Togo,,3845,3560,72
2021/1/7,Jamaica,,13368,11253,306
2021/1/7,Sweden,,482284,0,9262
2021/1/7,Nicaragua,,6097,4225,166
2021/1/7,Congo (Brazzaville),,7127,5846,108
2021/1/7,Nepal,,263605,256644,1903
2021/1/7,Australia,New South Wales,4995,0,54
2021/1/7,North Macedonia,,85494,66209,2581
2021/1/7,Gabon,,9641,9453,66
2021/1/7,France,,2722728,174751,66472
2021/1/7,United Kingdom,Turks and Caicos Islands,956,799,6
2021/1/7,Honduras,,125118,57348,3200
2021/1/7,Panama,,269091,212656,4321
2021/1/7,Kazakhstan,,206840,181193,2781
2021/1/7,Iraq,,600755,551127,12869
2021/1/7,United Kingdom,Isle of Man,390,349,25
2021/1/7,MS Zaandam,,9,7,2
2021/1/7,Laos,,41,40,0
2021/1/7,Philippines,,482083,449052,9356
2021/1/7,Finland,,37772,31000,584
2021/1/7,Dominica,,105,93,0
2021/1/7,Estonia,,31751,21567,265
2021/1/7,Australia,Tasmania,234,221,13
2021/1/7,Mozambique,,19961,17455,176
2021/1/7,Israel,,471048,402913,3552
2021/1/7,Norway,,53792,17998,467
2021/1/7,Canada,Prince Edward Island,102,,0
2021/1/7,France,Wallis and Futuna,4,1,0
2021/1/7,Holy See,,27,15,0
2021/1/7,France,New Caledonia,40,39,0
2021/1/7,Sri Lanka,,46780,39661,222
2021/1/7,Canada,Ontario,208691,,4871
2021/1/7,United Kingdom,Gibraltar,2928,1639,11
2021/1/7,Moldova,,148294,136800,3106
2021/1/7,Albania,,61705,36535,1223
2021/1/7,United Arab Emirates,,221754,199178,694
2021/1/7,Turkey,,2296102,2172251,22264
2021/1/7,Ireland,,127657,23364,2307
2021/1/7,United Kingdom,Channel Islands,3210,2756,67
2021/1/7,Senegal,,20376,17885,438
2021/1/7,Egypt,,146809,116775,8029
2021/1/7,Fiji,,53,44,2
2021/1/7,Rwanda,,9225,6940,113
2021/1/7,Switzerland,,474764,317600,8178
2021/1/7,Belarus,,206796,188789,1489
2021/1/7,Canada,Saskatchewan,17138,,177
2021/1/7,New Zealand,,2188,2101,25
2021/1/7,Bulgaria,,207259,130191,8017
2021/1/7,Montenegro,,51160,41191,712
2021/1/7,Seychelles,,373,214,1
2021/1/7,Papua New Guinea,,799,755,9
2021/1/7,Uruguay,,23807,17098,231
2021/1/7,Italy,,2220361,1572015,77291
2021/1/7,Haiti,,10127,8725,236
2021/1/7,Kosovo,,52943,44438,1363
2021/1/7,West Bank and Gaza,,145252,127495,1536
2021/1/7,France,Mayotte,6045,2964,56
2021/1/7,Brazil,,7961673,7081521,200498
2021/1/7,Kuwait,,152978,148239,938
2021/1/7,Georgia,,235491,223695,2694
2021/1/7,Marshall Islands,,4,4,0
2021/1/7,Netherlands,"Bonaire, Sint Eustatius and Saba",196,180,3
2021/1/7,Canada,Yukon,69,,1
2021/1/7,Afghanistan,,53207,43291,2253
2021/1/7,South Africa,,1170590,938216,31809
2021/1/7,Algeria,,101382,68589,2792
2021/1/7,Congo (Kinshasa),,18738,14735,610
2021/1/7,Azerbaijan,,222885,203527,2845
2021/1/7,Guinea,,13904,13222,81
2021/1/7,South Sudan,,3589,3131,63
2021/1/7,El Salvador,,47948,42668,1390
2021/1/7,San Marino,,2583,2179,64
2021/1/7,Chile,,629176,593235,16913
2021/1/7,Malta,,13776,11613,228
2021/1/7,Tajikistan,,13305,13153,90
2021/1/7,Comoros,,1050,802,16
2021/1/7,Denmark,,176837,147867,1487
2021/1/7,Poland,,1356882,1095616,30241
2021/1/7,Pakistan,,497510,453828,10558
2021/1/7,Mali,,7427,5161,286
2021/1/7,Spain,,2024904,150376,51675
2021/1/7,Netherlands,Aruba,5883,5323,50
2021/1/8,Zimbabwe,,19660,12184,468
2021/1/8,Guatemala,,142064,129990,4972
2021/1/8,Czechia,,809601,651814,12800
2021/1/8,Israel,,477357,408753,3596
2021/1/8,Bangladesh,,520690,465279,7734
2021/1/8,Dominica,,106,98,0
2021/1/8,Libya,,104002,79193,1568
2021/1/8,El Salvador,,48255,42902,1398
2021/1/8,Syria,,12179,5889,763
2021/1/8,Timor-Leste,,49,40,0
2021/1/8,Philippines,,483852,449330,9364
2021/1/8,Australia,Queensland,1274,1240,6
2021/1/8,Malta,,13967,11690,230
2021/1/8,Botswana,,16050,12927,48
2021/1/8,Laos,,41,40,0
2021/1/8,Nicaragua,,6097,4225,166
2021/1/8,Bahrain,,95030,91875,354
2021/1/8,Suriname,,6854,6147,131
2021/1/8,Sudan,,26279,13524,1468
2021/1/8,Bulgaria,,208012,134022,8078
2021/1/8,Canada,Newfoundland and Labrador,392,,4
2021/1/8,Finland,,38068,31000,586
2021/1/8,Guinea,,13904,13222,81
2021/1/8,Afghanistan,,53332,43440,2257
2021/1/8,Kuwait,,153473,148483,940
2021/1/8,Netherlands,"Bonaire, Sint Eustatius and Saba",196,180,3
2021/1/8,Comoros,,1050,802,16
2021/1/8,Tajikistan,,13305,13191,90
2021/1/8,Poland,,1365645,1104599,30574
2021/1/8,Spain,,2050360,150376,51874
2021/1/8,West Bank and Gaza,,146074,128900,1559
2021/1/8,Mali,,7512,5224,290
2021/1/8,France,New Caledonia,40,40,0
2021/1/8,Norway,,54476,17998,472
2021/1/8,Sierra Leone,,2782,1976,77
2021/1/8,Turkey,,2307581,2182145,22450
2021/1/8,Armenia,,161415,147961,2908
2021/1/8,Uzbekistan,,77485,75875,616
2021/1/8,Netherlands,Curacao,4422,3520,18
2021/1/8,Malawi,,7925,5802,208
2021/1/8,Mauritius,,539,514,10
2021/1/8,Ecuador,,219148,190350,14165
2021/1/8,Jamaica,,13411,11323,307
2021/1/8,Sao Tome and Principe,,1054,988,17
2021/1/8,MS Zaandam,,9,7,2
2021/1/8,Panama,,273037,215361,4363
2021/1/8,Gabon,,9694,9498,66
2021/1/8,Nepal,,264159,257229,1909
2021/1/8,United Kingdom,British Virgin Islands,114,95,1
2021/1/8,Lesotho,,5170,1564,79
2021/1/8,Cyprus,,26674,2057,141
2021/1/8,Vanuatu,,1,1,0
2021/1/8,Iraq,,601424,553025,12877
2021/1/8,Vietnam,,1512,1357,35
2021/1/8,Albania,,62378,36971,1230
2021/1/8,Ghana,,55461,54164,336
2021/1/8,Mozambique,,20482,17479,181
2021/1/8,Belarus,,208601,190966,1498
2021/1/8,Bosnia and Herzegovina,,114920,80868,4285
2021/1/8,France,Saint Pierre and Miquelon,16,15,0
2021/1/8,France,French Guiana,13825,9995,73
2021/1/8,Slovakia,,201164,141490,2788
2021/1/8,Romania,,663799,595007,16506
2021/1/8,France,Reunion,9173,8830,42
2021/1/8,Jordan,,305163,285393,3989
2021/1/8,United Kingdom,Bermuda,641,538,12
2021/1/8,Canada,New Brunswick,735,,9
2021/1/8,Zambia,,25326,20349,441
2021/1/8,Saint Lucia,,395,309,5
2021/1/8,Dominican Republic,,178538,135934,2424
2021/1/8,United Kingdom,,2957472,0,79833
2021/1/8,Burundi,,885,773,2
2021/1/8,United Kingdom,Cayman Islands,359,311,2
2021/1/8,Gambia,,3838,3677,125
2021/1/8,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",4,4,0
2021/1/8,Chile,,633381,595799,16974
2021/1/8,Kenya,,97954,80671,1703
2021/1/8,Ireland,,135884,23364,2327
2021/1/8,Egypt,,147810,117529,8085
2021/1/8,Rwanda,,9368,6940,115
2021/1/8,Slovenia,,136629,110925,2947
2021/1/8,Lebanon,,210139,138839,1570
2021/1/8,Mongolia,,1408,896,2
2021/1/8,Australia,Northern Territory,90,71,0
2021/1/8,Cambodia,,387,365,0
2021/1/8,Mexico,,1507931,1134877,132069
2021/1/8,US,,21963383,0,376315
2021/1/8,Luxembourg,,47744,44482,527
2021/1/8,France,St Martin,1025,855,12
2021/1/8,Netherlands,Sint Maarten,1554,1425,27
2021/1/8,Canada,Alberta,109652,,1241
2021/1/8,"Korea, South",,67999,49324,1100
2021/1/8,Canada,Grand Princess,13,,0
2021/1/8,Namibia,,27255,23177,245
2021/1/8,Belgium,,660703,0,19992
2021/1/8,Iceland,,5867,5704,29
2021/1/8,Eswatini,,10975,7494,279
2021/1/8,Singapore,,58836,58580,29
2021/1/8,Malaysia,,131108,105431,537
2021/1/8,Samoa,,2,2,0
2021/1/8,Somalia,,4726,3639,130
2021/1/8,Diamond Princess,,712,699,13
2021/1/8,Germany,,1905638,1533143,40022
2021/1/8,Greece,,143494,93764,5195
2021/1/8,Eritrea,,1556,740,6
2021/1/8,Australia,South Australia,587,568,4
2021/1/8,Latvia,,47782,34268,801
2021/1/8,Uganda,,37296,12619,300
2021/1/8,Nigeria,,97478,78552,1342
2021/1/8,Canada,Northwest Territories,24,,0
2021/1/8,Tunisia,,154903,115173,5108
2021/1/8,Monaco,,1041,814,4
2021/1/8,Trinidad and Tobago,,7219,6832,127
2021/1/8,Grenada,,127,107,1
2021/1/8,Denmark,Greenland,29,28,0
2021/1/8,France,Guadeloupe,8702,2242,155
2021/1/8,Qatar,,145466,142453,246
2021/1/8,Equatorial Guinea,,5289,5154,86
2021/1/8,Argentina,,1703352,1494896,44273
2021/1/8,Canada,Nova Scotia,1526,,65
2021/1/8,France,Mayotte,6045,2964,56
2021/1/8,Netherlands,Aruba,5977,5389,50
2021/1/8,Bhutan,,771,459,1
2021/1/8,Paraguay,,113994,89646,2372
2021/1/8,Venezuela,,115667,109684,1056
2021/1/8,Barbados,,780,335,7
2021/1/8,Bahamas,,7969,6313,175
2021/1/8,Burma,,129483,112876,2812
2021/1/8,Burkina Faso,,7866,5710,89
2021/1/8,India,,10413417,10037398,150570
2021/1/8,Cote d'Ivoire,,23254,22325,139
2021/1/8,Benin,,3304,3185,44
2021/1/8,France,Martinique,6117,98,43
2021/1/8,Madagascar,,17767,17298,262
2021/1/8,Moldova,,148669,137416,3122
2021/1/8,France,Wallis and Futuna,4,1,0
2021/1/8,Azerbaijan,,223417,205406,2869
2021/1/8,Holy See,,27,15,0
2021/1/8,Sri Lanka,,47305,40317,225
2021/1/8,United Kingdom,Gibraltar,3021,1692,12
2021/1/8,Georgia,,236028,224189,2728
2021/1/8,South Africa,,1192570,947919,32425
2021/1/8,Pakistan,,499517,455445,10598
2021/1/8,Kosovo,,53264,45002,1368
2021/1/8,Colombia,,1755568,1597160,45431
2021/1/8,San Marino,,2628,2220,64
2021/1/8,Cuba,,13823,11531,148
2021/1/8,Brazil,,8013708,7136817,201460
2021/1/8,Denmark,,178497,149346,1517
2021/1/8,Algeria,,101657,68802,2798
2021/1/8,Indonesia,,808340,666883,23753
2021/1/8,Canada,Yukon,70,,1
2021/1/8,Estonia,,32537,22124,270
2021/1/8,Denmark,Faroe Islands,644,584,1
2021/1/8,Saudi Arabia,,363582,355208,6282
2021/1/8,Liechtenstein,,2311,2108,48
2021/1/8,Canada,Nunavut,266,,1
