日期,国家,省州,累计确诊,累计治愈,累计死亡
2020/11/30,Libya,,82809,53818,1183
2020/11/30,United Kingdom,Isle of Man,369,338,25
2020/11/30,Australia,New South Wales,4582,0,53
2020/11/30,Cote d'Ivoire,,21331,20964,132
2020/11/30,Qatar,,138833,136090,237
2020/11/30,Somalia,,4451,3417,113
2020/11/30,Denmark,Faroe Islands,503,498,0
2020/11/30,Canada,British Columbia,33238,,441
2020/11/30,Grenada,,41,30,0
2020/11/30,South Sudan,,3109,2954,61
2020/11/30,Brunei,,150,145,3
2020/11/30,Netherlands,Aruba,4845,4692,45
2020/11/30,Canada,Nunavut,181,,0
2020/11/30,Bahrain,,86956,85141,341
2020/11/30,Barbados,,276,250,7
2020/11/30,Latvia,,17075,1795,206
2020/11/30,Spain,,1648187,150376,45069
2020/11/30,Canada,Grand Princess,13,,0
2020/11/30,Lesotho,,2109,1278,44
2020/11/30,Canada,Quebec,142371,,7148
2020/11/30,Liechtenstein,,1270,1088,16
2020/11/30,Greece,,105271,23074,2406
2020/11/30,Niger,,1548,1210,72
2020/11/30,Kosovo,,39596,25001,1016
2020/11/30,Congo (Brazzaville),,5774,4988,94
2020/11/30,Italy,,1601554,757507,55576
2020/11/30,Mongolia,,801,358,0
2020/11/30,Saint Lucia,,259,131,2
2020/11/30,Kenya,,83618,55344,1469
2020/11/30,Guinea-Bissau,,2441,2327,44
2020/11/30,Australia,South Australia,562,547,4
2020/11/30,Bolivia,,144708,121702,8957
2020/11/30,Sudan,,18045,10302,1249
2020/11/30,Argentina,,1424533,1257227,38730
2020/11/30,Netherlands,Curacao,2379,1151,4
2020/11/30,San Marino,,1612,1299,46
2020/11/30,Azerbaijan,,121176,74902,1392
2020/11/30,Cabo Verde,,10761,10329,105
2020/11/30,Fiji,,42,33,2
2020/11/30,Belize,,5854,3151,148
2020/11/30,Zambia,,17647,16998,357
2020/11/30,Sri Lanka,,23987,17560,118
2020/11/30,Uganda,,20459,8989,205
2020/11/30,Czechia,,523298,451607,8295
2020/11/30,Ethiopia,,110074,73808,1706
2020/11/30,Guatemala,,122062,110944,4171
2020/11/30,Canada,Manitoba,16825,,312
2020/11/30,Guinea,,13119,12045,76
2020/11/30,Liberia,,1595,1343,83
2020/11/30,Morocco,,356336,305291,5846
2020/11/30,United Kingdom,Gibraltar,1020,939,5
2020/11/30,Canada,Alberta,58177,,541
2020/11/30,Denmark,,80481,63515,837
2020/11/30,Diamond Princess,,712,659,13
2020/11/30,Romania,,475362,353188,11331
2020/11/30,Lebanon,,127944,83034,1018
2020/11/30,Monaco,,609,556,3
2020/11/30,Netherlands,,523478,0,9376
2020/11/30,Solomon Islands,,17,5,0
2020/11/30,Bahamas,,7541,5889,163
2020/11/30,Yemen,,2077,1382,605
2020/11/30,Marshall Islands,,4,1,0
2020/11/30,Denmark,Greenland,18,18,0
2020/11/30,India,,9462809,8889585,137621
2020/11/30,Nigeria,,67557,63282,1173
2020/11/30,Saint Vincent and the Grenadines,,85,79,0
2020/11/30,Uruguay,,5857,4357,77
2020/11/30,Iran,,962070,668151,48246
2020/11/30,United Kingdom,Montserrat,13,12,1
2020/11/30,Moldova,,107364,95354,2304
2020/11/30,Holy See,,27,15,0
2020/11/30,Canada,Ontario,119897,,3672
2020/11/30,Australia,Northern Territory,53,46,0
2020/11/30,Burma,,90713,70156,1941
2020/11/30,Central African Republic,,4913,1924,63
2020/11/30,Eswatini,,6419,6006,122
2020/11/30,Zimbabwe,,9950,8482,276
2020/11/30,Suriname,,5312,5194,117
2020/11/30,Haiti,,9272,8023,232
2020/11/30,Canada,Prince Edward Island,72,,0
2020/11/30,Senegal,,16089,15607,333
2020/11/30,Belgium,,577345,0,16645
2020/11/30,Antigua and Barbuda,,141,130,4
2020/11/30,South Africa,,790004,731242,21535
2020/11/30,Austria,,282456,221692,3184
2020/11/30,Israel,,337191,323681,2872
2020/11/30,US,,13655220,5146319,271670
2020/11/30,Djibouti,,5679,5584,61
2020/11/30,Canada,Diamond Princess,0,,1
2020/11/30,Sweden,,243129,0,6681
2020/11/30,Ukraine,,752343,360360,12731
2020/11/30,Portugal,,298061,212942,4505
2020/11/30,Burkina Faso,,2886,2593,68
2020/11/30,Estonia,,12308,7078,118
2020/11/30,Russia,,2275936,1763493,39491
2020/11/30,Germany,,1069912,749219,16694
2020/11/30,Netherlands,"Bonaire, Sint Eustatius and Saba",162,157,3
2020/11/30,Bulgaria,,145300,50565,4035
2020/11/30,Pakistan,,400482,343286,8091
2020/11/30,Kazakhstan,,174563,147425,2433
2020/11/30,Malta,,9873,7665,137
2020/11/30,El Salvador,,38405,35078,1114
2020/11/30,Sierra Leone,,2412,1836,74
2020/11/30,United Kingdom,Falkland Islands (Malvinas),16,13,0
2020/11/30,Bosnia and Herzegovina,,87901,52769,2681
2020/11/30,Costa Rica,,139638,87526,1726
2020/11/30,Ghana,,51667,50547,323
2020/11/30,Guyana,,5406,4392,151
2020/12/1,United Kingdom,Bermuda,262,214,9
2020/12/1,Bangladesh,,467225,383224,6675
2020/12/1,Belize,,5854,3151,148
2020/12/1,France,Reunion,8054,7172,40
2020/12/1,Madagascar,,17341,16657,251
2020/12/1,Algeria,,84152,54405,2447
2020/12/1,Romania,,479634,360934,11530
2020/12/1,Netherlands,"Bonaire, Sint Eustatius and Saba",162,157,3
2020/12/1,Lebanon,,129455,83034,1033
2020/12/1,Niger,,1586,1219,75
2020/12/1,Denmark,Greenland,18,18,0
2020/12/1,Kuwait,,142992,137625,881
2020/12/1,Timor-Leste,,30,30,0
2020/12/1,Congo (Kinshasa),,12859,11663,335
2020/12/1,Netherlands,,527523,0,9438
2020/12/1,United Kingdom,,1643086,0,59051
2020/12/1,Italy,,1620901,784595,56361
2020/12/1,Ecuador,,193673,169804,13501
2020/12/1,United Kingdom,Montserrat,13,12,1
2020/12/1,Denmark,,81949,64757,846
2020/12/1,South Africa,,792299,732531,21644
2020/12/1,Canada,Ontario,121770,,3680
2020/12/1,Canada,Manitoba,17107,,328
2020/12/1,France,Saint Pierre and Miquelon,16,14,0
2020/12/1,Liberia,,1595,1343,83
2020/12/1,Singapore,,58228,58139,29
2020/12/1,Uzbekistan,,73276,70534,611
2020/12/1,Mexico,,1122362,829817,106765
2020/12/1,Egypt,,116303,102816,6666
2020/12/1,Chad,,1700,1532,102
2020/12/1,Benin,,3015,2839,43
2020/12/1,United Kingdom,Anguilla,6,3,0
2020/12/1,Lesotho,,2137,1278,44
2020/12/1,Iceland,,5413,5187,27
2020/12/1,Guinea,,13119,12045,76
2020/12/1,Chile,,552864,528034,15430
2020/12/1,Ethiopia,,110554,74917,1709
2020/12/1,France,Mayotte,5181,2964,49
2020/12/1,Russia,,2302062,1787962,40050
2020/12/1,Australia,Tasmania,230,217,13
2020/12/1,Sao Tome and Principe,,996,934,17
2020/12/1,Vanuatu,,1,0,0
2020/12/1,Seychelles,,183,162,0
2020/12/1,Canada,Northwest Territories,15,,0
2020/12/1,Sierra Leone,,2413,1838,74
2020/12/1,Brazil,,6386787,5712305,173817
2020/12/1,Pakistan,,403311,345365,8166
2020/12/1,Australia,New South Wales,4588,0,53
2020/12/1,Thailand,,4026,3822,60
2020/12/1,Malawi,,6028,5465,185
2020/12/1,France,Guadeloupe,8427,2242,149
2020/12/1,Cameroon,,24487,22177,441
2020/12/1,Maldives,,13049,11968,47
2020/12/1,Haiti,,9294,8023,233
2020/12/1,France,Saint Barthelemy,147,105,1
2020/12/1,Somalia,,4451,3417,113
2020/12/1,Guinea-Bissau,,2441,2327,44
2020/12/1,Australia,Australian Capital Territory,117,112,3
2020/12/1,United Kingdom,Isle of Man,369,340,25
2020/12/1,Eswatini,,6442,6017,122
2020/12/1,Mauritius,,505,463,10
2020/12/1,Equatorial Guinea,,5156,5009,85
2020/12/1,New Zealand,,2060,1963,25
2020/12/1,Denmark,Faroe Islands,503,500,0
2020/12/1,Comoros,,613,586,7
2020/12/1,El Salvador,,39130,35839,1120
2020/12/1,Bolivia,,144810,122495,8963
2020/12/1,Bahrain,,87137,85357,341
2020/12/1,Japan,,150976,125304,2109
2020/12/1,Laos,,39,26,0
2020/12/1,Peru,,963605,893061,35966
2020/12/1,Namibia,,14416,13600,151
2020/12/1,Cuba,,8381,7658,136
2020/12/1,South Sudan,,3111,2954,61
2020/12/1,Montenegro,,35849,24637,504
2020/12/1,Samoa,,2,0,0
2020/12/1,Antigua and Barbuda,,142,130,4
2020/12/1,Venezuela,,102621,97562,901
2020/12/1,Bahamas,,7543,5934,163
2020/12/1,Indonesia,,543975,454879,17081
2020/12/1,Belgium,,579212,0,16786
2020/12/1,Norway,,36591,17998,334
2020/12/1,Paraguay,,83479,58949,1771
2020/12/1,Slovakia,,107183,68859,868
2020/12/1,Uruguay,,6024,4483,78
2020/12/1,France,New Caledonia,33,32,0
2020/12/1,United Kingdom,British Virgin Islands,72,71,1
2020/12/1,France,French Polynesia,14559,4842,76
2020/12/1,Saudi Arabia,,357623,347176,5907
2020/12/1,San Marino,,1650,1334,46
2020/12/1,Guyana,,5423,4436,151
2020/12/1,Tanzania,,509,183,21
2020/12/1,Oman,,123908,115441,1430
2020/12/1,Zambia,,17665,17059,357
2020/12/1,Senegal,,16107,15627,333
2020/12/1,Papua New Guinea,,669,597,7
2020/12/1,Barbados,,278,255,7
2020/12/1,Jamaica,,10810,6364,258
2020/12/1,Monaco,,617,559,3
2020/12/1,Tunisia,,96769,70851,3260
2020/12/1,Spain,,1656444,150376,45511
2020/12/1,Kosovo,,40117,25586,1026
2020/12/1,North Macedonia,,62945,40188,1792
2020/12/1,Gabon,,9214,9066,60
2020/12/1,Netherlands,Curacao,2503,1191,7
2020/12/1,Estonia,,12497,7536,121
2020/12/1,Ghana,,51667,50547,323
2020/12/1,United Kingdom,Channel Islands,1341,1012,48
2020/12/1,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",3,3,0
2020/12/1,Australia,Western Australia,823,789,9
2020/12/1,Turkey,,668957,409320,13936
2020/12/1,Costa Rica,,140172,87721,1731
2020/12/1,United Kingdom,Falkland Islands (Malvinas),16,13,0
2020/12/1,Albania,,39014,19384,822
2020/12/1,Togo,,2997,2515,64
2020/12/1,Honduras,,108253,48073,2918
2020/12/1,Bosnia and Herzegovina,,89085,53724,2727
2020/12/1,Liechtenstein,,1286,1110,16
2020/12/1,Poland,,999924,597589,17599
2020/12/1,Greece,,107470,23074,2517
2020/12/1,Argentina,,1432570,1263251,38928
2020/12/1,Sudan,,18254,10369,1255
2020/12/1,Australia,Northern Territory,53,46,0
2020/12/1,Kyrgyzstan,,73178,64711,1275
2020/12/1,Syria,,7973,3624,422
2020/12/1,Australia,South Australia,562,548,4
2020/12/1,Kenya,,84169,55610,1474
2020/12/1,Nepal,,233452,216594,1529
2020/12/1,Serbia,,183437,0,1652
2020/12/1,Mali,,4762,3241,160
2020/12/1,Hungary,,221073,64802,4977
2020/12/1,Mongolia,,812,358,0
2020/12/1,Dominica,,85,63,0
2020/12/1,Saint Lucia,,259,138,2
2020/12/1,United Arab Emirates,,170149,155667,576
2020/12/1,Luxembourg,,35129,26156,330
2020/12/1,Canada,Quebec,143548,,7172
2020/12/1,Burma,,92189,71343,1972
2020/12/1,Zimbabwe,,10129,8643,277
2020/12/1,Cyprus,,10883,2057,49
2020/12/1,Mauritania,,8710,7764,177
2020/12/1,US,,13842652,5226581,274227
2020/12/1,Austria,,285489,227497,3325
2020/12/1,Canada,Nova Scotia,1315,,65
2020/12/1,Burkina Faso,,2931,2644,68
2020/12/1,Canada,Yukon,47,,1
2020/12/1,Germany,,1094678,769380,17177
2020/12/1,Kazakhstan,,175565,148043,2434
2020/12/1,Georgia,,139343,117560,1303
2020/12/1,Canada,Repatriated Travellers,13,,0
2020/12/1,Bulgaria,,148775,53000,4188
2020/12/1,Panama,,167311,145518,3098
2020/12/1,Portugal,,300462,220877,4577
2020/12/1,Rwanda,,5948,5544,49
2020/12/1,Sweden,,260758,0,6681
2020/12/1,Israel,,338389,324396,2882
2020/12/1,Vietnam,,1351,1195,35
2020/12/1,Finland,,25462,16800,399
2020/12/1,West Bank and Gaza,,88004,65938,747
2020/12/1,France,Martinique,5520,98,41
2020/12/1,Canada,Diamond Princess,0,,1
2020/12/1,Mozambique,,15770,13778,131
2020/12/1,Switzerland,,330874,250200,4940
2020/12/1,Suriname,,5319,5197,117
2020/12/1,Central African Republic,,4918,1924,63
2020/12/1,Lithuania,,62511,29522,641
2020/12/1,Canada,Prince Edward Island,72,,0
2020/12/1,Malta,,9975,7748,141
2020/12/1,Gambia,,3743,3607,123
2020/12/1,Micronesia,,0,0,0
2020/12/1,Congo (Brazzaville),,5774,4988,94
2020/12/1,Trinidad and Tobago,,6685,5807,120
2020/12/1,Colombia,,1324792,1217647,36934
2020/12/1,Latvia,,17687,1806,210
2020/12/1,Cambodia,,329,304,0
2020/12/1,Djibouti,,5680,5587,61
2020/12/1,Ukraine,,765117,370677,12962
2020/12/1,Holy See,,27,15,0
2020/12/1,Fiji,,42,33,2
2020/12/1,Moldova,,108863,95918,2323
2020/12/1,Cabo Verde,,10816,10366,106
2020/12/1,Afghanistan,,46516,36946,1822
2020/12/1,Australia,Victoria,20345,19525,820
2020/12/1,Iran,,975951,677963,48628
2020/12/1,United Kingdom,Cayman Islands,285,254,2
2020/12/1,Saint Vincent and the Grenadines,,85,80,0
2020/12/1,Bhutan,,414,386,0
2020/12/1,Nigeria,,67838,63430,1176
2020/12/1,India,,9499413,8932647,138122
2020/12/1,United Kingdom,Turks and Caicos Islands,750,720,6
2020/12/1,Sri Lanka,,24532,17817,122
2020/12/1,Philippines,,432925,398782,8418
2020/12/1,France,St Martin,717,641,12
2020/12/1,Canada,Alberta,59484,,551
2020/12/1,United Kingdom,Gibraltar,1030,950,5
2020/12/1,Ireland,,72798,23364,2069
2020/12/1,Czechia,,528474,455177,8407
2020/12/1,Canada,Newfoundland and Labrador,339,,4
2020/12/1,Iraq,,554767,484570,12306
2020/12/1,Tajikistan,,12231,11640,86
2020/12/1,Guatemala,,122774,111574,4178
2020/12/1,Netherlands,Sint Maarten,1069,964,25
2020/12/1,Australia,Queensland,1205,1186,6
2020/12/1,MS Zaandam,,9,0,2
2020/12/1,"Korea, South",,35163,28065,526
2020/12/1,Uganda,,21035,9044,205
2020/12/1,Yemen,,2077,1382,605
2020/12/1,Nicaragua,,5838,4225,161
2020/12/1,Burundi,,689,575,1
2020/12/1,Morocco,,359844,310193,5915
2020/12/1,Grenada,,41,30,0
2020/12/1,Qatar,,139001,136306,238
2020/12/1,France,,2231344,141558,53158
2020/12/1,Andorra,,6790,5940,76
2020/12/1,Angola,,15251,7932,350
2020/12/1,Brunei,,151,145,3
2020/12/1,Croatia,,131342,108231,1861
2020/12/1,Canada,Saskatchewan,8745,,51
2020/12/1,Canada,New Brunswick,508,,7
2020/12/1,Libya,,83417,54209,1196
2020/12/1,Cote d'Ivoire,,21334,20981,132
2020/12/1,Slovenia,,77135,55476,1490
2020/12/1,Belarus,,138219,115587,1166
2020/12/1,Dominican Republic,,144302,115530,2333
2020/12/1,Netherlands,Aruba,4872,4705,45
2020/12/1,Jordan,,223617,162959,2802
2020/12/1,Canada,Grand Princess,13,,0
2020/12/1,Marshall Islands,,4,1,0
2020/12/1,Armenia,,135967,110365,2193
2020/12/1,Eritrea,,577,498,0
2020/12/1,Botswana,,10742,7912,34
2020/12/1,Solomon Islands,,17,5,0
2020/12/1,France,Wallis and Futuna,0,0,0
2020/12/1,France,French Guiana,11240,9995,70
2020/12/1,Canada,British Columbia,33894,,457
2020/12/1,Azerbaijan,,125602,76897,1433
2020/12/1,Malaysia,,67169,56311,363
2020/12/1,Diamond Princess,,712,659,13
2020/12/1,Canada,Nunavut,182,,0
2020/12/1,Saint Kitts and Nevis,,22,19,0
2020/12/2,Congo (Brazzaville),,5774,4988,94
2020/12/2,Equatorial Guinea,,5156,5009,85
2020/12/2,Trinidad and Tobago,,6704,5843,121
2020/12/2,"Korea, South",,35703,28352,529
2020/12/2,France,Martinique,5520,98,41
2020/12/2,Congo (Kinshasa),,12987,11694,336
2020/12/2,US,,14044625,5322128,277047
2020/12/2,Malta,,10101,7887,146
2020/12/2,Costa Rica,,141340,88226,1739
2020/12/2,Cote d'Ivoire,,21361,21010,132
2020/12/2,Saint Lucia,,261,141,2
2020/12/2,Canada,Quebec,145062,,7206
2020/12/2,Estonia,,13019,7608,122
2020/12/2,Australia,Northern Territory,59,46,0
2020/12/2,Brunei,,151,145,3
2020/12/2,Marshall Islands,,4,1,0
2020/12/2,Morocco,,364190,314237,5985
2020/12/2,Fiji,,42,33,2
2020/12/2,Iran,,989572,688054,48990
2020/12/2,Uganda,,21409,9044,206
2020/12/2,Canada,Alberta,61169,,561
2020/12/2,Canada,Manitoba,17384,,342
2020/12/2,Ethiopia,,110984,76067,1715
2020/12/2,Uruguay,,6225,4584,80
2020/12/2,Barbados,,279,255,7
2020/12/2,Saudi Arabia,,357872,347513,5919
2020/12/2,Australia,New South Wales,4597,0,53
2020/12/2,Sierra Leone,,2416,1838,74
2020/12/2,Kuwait,,143260,138134,882
2020/12/2,New Zealand,,2069,1974,25
2020/12/2,Eswatini,,6455,6032,122
2020/12/2,Belgium,,582252,0,16911
2020/12/2,Pakistan,,406810,346951,8205
2020/12/2,Canada,Yukon,50,,1
2020/12/2,Singapore,,58230,58144,29
2020/12/2,Canada,Repatriated Travellers,13,,0
2020/12/2,Panama,,169339,146576,3114
2020/12/2,France,Guadeloupe,8427,2242,149
2020/12/2,United Kingdom,Anguilla,6,3,0
2020/12/2,France,French Polynesia,14716,4842,77
2020/12/2,Papua New Guinea,,669,597,7
2020/12/2,Maldives,,13070,12001,47
2020/12/2,Samoa,,2,0,0
2020/12/2,Indonesia,,549508,458880,17199
2020/12/2,Oman,,124145,115613,1430
2020/12/2,Uzbekistan,,73335,70534,611
2020/12/2,Seychelles,,183,162,0
2020/12/2,Chile,,553898,529501,15438
2020/12/2,Tunisia,,99280,73607,3359
2020/12/2,United Kingdom,,1659256,0,59699
2020/12/2,Iraq,,556728,486313,12340
2020/12/2,Burundi,,689,575,1
2020/12/2,Australia,Queensland,1206,1187,6
2020/12/2,Eritrea,,577,498,0
2020/12/2,Andorra,,6842,5988,76
2020/12/2,France,French Guiana,11283,9995,70
2020/12/2,Canada,New Brunswick,514,,7
2020/12/2,United Arab Emirates,,171434,156380,580
2020/12/2,Kyrgyzstan,,73513,65189,1277
2020/12/2,Mali,,4837,3263,161
2020/12/2,Turkey,,700880,414141,14129
2020/12/2,Mauritania,,8863,7780,179
2020/12/2,Finland,,25882,18100,408
2020/12/2,Mozambique,,15866,14014,132
2020/12/2,Switzerland,,335660,257600,5045
2020/12/2,Portugal,,303846,223446,4645
2020/12/2,Germany,,1117953,789564,17659
2020/12/2,Burkina Faso,,3010,2667,68
2020/12/2,Kazakhstan,,176342,148732,2436
2020/12/2,Austria,,289461,233657,3446
2020/12/2,Israel,,339968,325255,2886
2020/12/2,Canada,Prince Edward Island,72,,0
2020/12/2,Central African Republic,,4918,1924,63
2020/12/2,Suriname,,5320,5200,117
2020/12/2,Burma,,93600,72601,1998
2020/12/2,Netherlands,Curacao,2658,1218,7
2020/12/2,United Kingdom,Falkland Islands (Malvinas),17,15,0
2020/12/2,Bosnia and Herzegovina,,90378,54967,2773
2020/12/2,Ghana,,51667,50547,323
2020/12/2,Kosovo,,40117,25586,1026
2020/12/2,Liechtenstein,,1318,1149,16
2020/12/2,Greece,,109655,23074,2606
2020/12/2,Mongolia,,819,365,0
2020/12/2,Kenya,,85130,56464,1484
2020/12/2,Argentina,,1440103,1268358,39156
2020/12/2,Sudan,,18535,10493,1265
2020/12/2,Cambodia,,331,304,0
2020/12/2,Latvia,,18377,1823,224
2020/12/2,Sweden,,266158,0,6972
2020/12/2,Djibouti,,5682,5587,61
2020/12/2,Rwanda,,5994,5575,50
2020/12/2,Vietnam,,1358,1201,35
2020/12/2,Serbia,,191356,0,1704
2020/12/2,Syria,,8059,3689,426
2020/12/2,Nepal,,236246,218161,1538
2020/12/2,Hungary,,225209,65888,5142
2020/12/2,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",3,3,0
2020/12/2,Luxembourg,,35802,26497,334
2020/12/2,Poland,,1013747,622980,18208
2020/12/2,North Macedonia,,63890,40977,1825
2020/12/2,Gabon,,9239,9089,60
2020/12/2,Australia,Western Australia,823,795,9
2020/12/2,United Kingdom,Channel Islands,1397,1012,48
2020/12/2,Libya,,84087,54712,1200
2020/12/2,Albania,,39719,19912,839
2020/12/2,Canada,Diamond Princess,0,,1
2020/12/2,Lithuania,,64621,31058,675
2020/12/2,Gambia,,3765,3609,123
2020/12/2,Micronesia,,0,0,0
2020/12/2,West Bank and Gaza,,90192,66989,763
2020/12/2,Cyprus,,11175,2057,52
2020/12/2,Canada,Nova Scotia,1332,,65
2020/12/2,Georgia,,143376,121621,1342
2020/12/2,Honduras,,109144,48877,2930
2020/12/2,Qatar,,139256,136513,239
2020/12/2,Grenada,,41,30,0
2020/12/2,Bahamas,,7543,5934,163
2020/12/2,San Marino,,1687,1340,46
2020/12/2,Monaco,,621,563,3
2020/12/2,South Sudan,,3118,2966,61
2020/12/2,Zambia,,17700,17086,357
2020/12/2,Somalia,,4525,3480,121
2020/12/2,United Kingdom,Isle of Man,369,344,25
2020/12/2,Bahrain,,87270,85463,341
2020/12/2,Bolivia,,144994,123673,8972
2020/12/2,Guinea-Bissau,,2441,2327,44
2020/12/2,Italy,,1641610,823335,57045
2020/12/2,Lesotho,,2142,1278,44
2020/12/2,Niger,,1640,1227,76
2020/12/2,Guyana,,5449,4530,151
2020/12/2,Haiti,,9296,8091,233
2020/12/2,Senegal,,16173,15657,334
2020/12/2,Denmark,Faroe Islands,503,500,0
2020/12/2,Antigua and Barbuda,,144,133,4
2020/12/2,South Africa,,796472,734305,21709
2020/12/2,Netherlands,"Bonaire, Sint Eustatius and Saba",162,157,3
2020/12/2,Russia,,2327105,1814442,40630
2020/12/2,Canada,Ontario,123639,,3714
2020/12/2,Dominica,,85,63,0
2020/12/2,Denmark,Greenland,18,18,0
2020/12/2,Lebanon,,131297,83034,1055
2020/12/2,Diamond Princess,,712,659,13
2020/12/2,Netherlands,Aruba,4902,4718,45
2020/12/2,Canada,Nunavut,193,,0
2020/12/2,Azerbaijan,,129544,79162,1470
2020/12/2,Solomon Islands,,17,5,0
2020/12/2,Canada,British Columbia,34728,,469
2020/12/2,Nigeria,,67960,63839,1177
2020/12/2,Yemen,,2077,1382,605
2020/12/2,Saint Vincent and the Grenadines,,85,80,0
2020/12/2,Afghanistan,,46718,37218,1841
2020/12/2,Holy See,,27,15,0
2020/12/2,Moldova,,110580,96711,2343
2020/12/2,Romania,,484550,371231,11665
2020/12/2,Sri Lanka,,25410,18304,124
2020/12/2,Guatemala,,123460,112181,4191
2020/12/2,Czechia,,533042,461599,8515
2020/12/2,United Kingdom,Gibraltar,1035,954,5
2020/12/2,Spain,,1665775,150376,45784
2020/12/2,Liberia,,1595,1343,83
2020/12/2,Guinea,,13143,12154,76
2020/12/2,Denmark,,83535,66086,852
2020/12/2,Belize,,5854,3151,148
2020/12/2,United Kingdom,Montserrat,13,12,1
2020/12/2,Cabo Verde,,10867,10422,106
2020/12/2,Slovenia,,79566,57447,1547
2020/12/2,Ukraine,,778560,384961,13140
2020/12/2,France,Reunion,8102,7172,40
2020/12/2,Iceland,,5413,5187,27
2020/12/2,Mexico,,1133613,836567,107565
2020/12/2,France,Saint Pierre and Miquelon,16,14,0
2020/12/2,Zimbabwe,,10129,8643,277
2020/12/2,Colombia,,1334089,1225635,37117
2020/12/2,Chad,,1705,1539,102
2020/12/2,Saint Kitts and Nevis,,22,19,0
2020/12/2,France,St Martin,717,641,12
2020/12/2,Benin,,3055,2839,44
2020/12/2,Peru,,963605,896978,35966
2020/12/2,Laos,,39,26,0
2020/12/2,Thailand,,4039,3832,60
2020/12/2,Netherlands,Sint Maarten,1072,973,25
2020/12/2,Croatia,,134881,110355,1916
2020/12/2,Comoros,,613,586,7
2020/12/2,Malawi,,6040,5471,185
2020/12/2,Ireland,,73066,23364,2074
2020/12/2,France,Mayotte,5181,2964,49
2020/12/2,Canada,Northwest Territories,15,,0
2020/12/2,United Kingdom,British Virgin Islands,72,71,1
2020/12/2,Venezuela,,103067,98030,905
2020/12/2,Cameroon,,24487,22177,441
2020/12/2,Cuba,,8456,7714,136
2020/12/2,Montenegro,,36351,25409,510
2020/12/2,Namibia,,14477,13697,151
2020/12/2,Australia,Australian Capital Territory,117,112,3
2020/12/2,Sao Tome and Principe,,997,934,17
2020/12/2,Mauritius,,508,465,10
2020/12/2,France,New Caledonia,33,32,0
2020/12/2,Ecuador,,194876,169804,13562
2020/12/2,Madagascar,,17341,16657,251
2020/12/2,Timor-Leste,,31,30,0
2020/12/2,United Kingdom,Bermuda,267,215,9
2020/12/2,France,Saint Barthelemy,147,105,1
2020/12/2,Algeria,,85084,54990,2464
2020/12/2,Bangladesh,,469423,385786,6713
2020/12/2,Slovakia,,109226,71738,898
2020/12/2,Tajikistan,,12269,11677,87
2020/12/2,Australia,South Australia,562,549,4
2020/12/2,Australia,Tasmania,230,217,13
2020/12/2,Egypt,,116724,102949,6694
2020/12/2,France,Wallis and Futuna,0,0,0
2020/12/2,Brazil,,6436650,5759294,174515
2020/12/2,Jordan,,227208,168429,2854
2020/12/2,Dominican Republic,,145197,115611,2334
2020/12/2,Botswana,,10742,7912,34
2020/12/2,Angola,,15319,8139,351
2020/12/2,India,,9534964,8973373,138648
2020/12/2,Canada,Grand Princess,13,,0
2020/12/2,Japan,,153432,127148,2141
2020/12/2,Netherlands,,532444,0,9504
2020/12/2,Canada,Saskatchewan,8982,,53
2020/12/2,Belarus,,139908,117195,1174
2020/12/2,El Salvador,,39130,35839,1129
2020/12/2,France,,2245324,143092,53468
2020/12/2,Norway,,36969,17998,351
2020/12/2,Tanzania,,509,183,21
2020/12/2,Bulgaria,,151913,55206,4347
2020/12/2,Paraguay,,84482,59465,1783
2020/12/2,United Kingdom,Turks and Caicos Islands,750,720,6
2020/12/2,Vanuatu,,1,0,0
2020/12/2,Canada,Newfoundland and Labrador,340,,4
2020/12/2,MS Zaandam,,9,0,2
2020/12/2,Philippines,,434357,399005,8436
2020/12/2,Malaysia,,68020,56969,365
2020/12/2,Australia,Victoria,20345,19525,820
2020/12/2,United Kingdom,Cayman Islands,285,256,2
2020/12/2,Togo,,3014,2543,65
2020/12/2,Bhutan,,415,386,0
2020/12/2,Nicaragua,,5838,4225,161
2020/12/2,Jamaica,,10864,6500,258
2020/12/2,Armenia,,137231,111795,2228
2020/12/3,United Kingdom,Montserrat,13,12,1
2020/12/3,United Kingdom,Gibraltar,1038,960,5
2020/12/3,Czechia,,537663,468302,8641
2020/12/3,Denmark,,85140,67416,858
2020/12/3,Belarus,,141609,118924,1181
2020/12/3,Denmark,Greenland,18,18,0
2020/12/3,Canada,Grand Princess,13,,0
2020/12/3,Belgium,,584857,0,17033
2020/12/3,Antigua and Barbuda,,144,133,4
2020/12/3,Denmark,Faroe Islands,505,500,0
2020/12/3,Senegal,,16217,15697,335
2020/12/3,Niger,,1640,1227,76
2020/12/3,Bulgaria,,155193,57141,4503
2020/12/3,Kuwait,,143574,138674,884
2020/12/3,New Zealand,,2069,1983,25
2020/12/3,Australia,Australian Capital Territory,117,112,3
2020/12/3,Australia,New South Wales,4603,0,53
2020/12/3,Croatia,,139415,113509,1964
2020/12/3,United Kingdom,Isle of Man,369,344,25
2020/12/3,Chad,,1708,1539,102
2020/12/3,United Kingdom,Anguilla,6,3,0
2020/12/3,Monaco,,630,570,3
2020/12/3,Uruguay,,6455,4707,80
2020/12/3,Canada,Manitoba,17751,,353
