日期,省,累计确诊,累计治愈,累计死亡
2021/1/11,黑龙江省,972,949,13
2021/1/11,西藏自治区,1,1,0
2021/1/11,海南省,171,165,6
2021/1/11,湖北省,68149,63637,4512
2021/1/11,浙江省,1308,1296,1
2021/1/11,河南省,1302,1273,22
2021/1/11,河北省,680,367,6
2021/1/11,澳门特别行政区,46,46,0
2021/1/11,青海省,18,18,0
2021/1/11,湖南省,1022,1017,4
2021/1/11,江西省,935,934,1
2021/1/11,江苏省,687,684,0
2021/1/11,甘肃省,182,180,2
2021/1/11,香港特别行政区,9283,8468,159
2021/1/11,上海市,1568,1471,7
2021/1/11,云南省,231,219,2
2021/1/11,内蒙古自治区,366,350,1
2021/1/11,北京市,998,951,9
2021/1/11,台湾,1,1,0
2021/1/11,吉林省,157,155,2
2021/1/11,新疆维吾尔族自治区,980,977,3
2021/1/11,天津市,324,304,3
2021/1/11,宁夏回族自治区,75,75,0
2021/1/11,安徽省,993,987,6
2021/1/11,山东省,864,853,7
2021/1/11,山西省,226,224,0
2021/1/11,广东省,2076,2025,8
2021/1/11,广西省,264,261,2
2021/1/11,四川省,857,837,3
2021/1/12,广西省,264,261,2
2021/1/12,上海市,1573,1477,7
2021/1/12,云南省,231,219,2
2021/1/12,内蒙古自治区,366,350,1
2021/1/12,北京市,998,951,9
2021/1/12,新疆维吾尔族自治区,980,977,3
2021/1/12,吉林省,157,155,2
2021/1/12,安徽省,993,987,6
2021/1/12,台湾,1,1,0
2021/1/12,宁夏回族自治区,75,75,0
2021/1/12,山东省,864,853,7
2021/1/12,山西省,227,224,0
2021/1/12,广东省,2078,2028,8
2021/1/12,天津市,324,304,3
2021/1/12,浙江省,1308,1296,1
2021/1/12,四川省,857,840,3
2021/1/12,江西省,935,934,1
2021/1/12,澳门特别行政区,46,46,0
2021/1/12,河北省,770,367,6
2021/1/12,西藏自治区,1,1,0
2021/1/12,河南省,1302,1273,22
2021/1/12,甘肃省,182,180,2
2021/1/12,黑龙江省,988,950,13
2021/1/12,江苏省,687,684,0
2021/1/12,青海省,18,18,0
2021/1/12,陕西省,524,500,3
2021/1/12,香港特别行政区,9343,8524,160
2021/1/12,辽宁省,396,336,2
2021/1/12,贵州省,147,145,2
2021/1/12,福建省,529,499,1
2021/1/12,湖南省,1022,1017,4
2021/1/12,湖北省,68149,63637,4512
2021/1/12,海南省,171,165,6
2021/1/12,重庆市,590,584,6
2021/1/13,福建省,529,500,1
2021/1/13,西藏自治区,1,1,0
2021/1/13,湖北省,68149,63637,4512
2021/1/13,湖南省,1022,1017,4
2021/1/13,澳门特别行政区,46,46,0
2021/1/13,甘肃省,182,180,2
2021/1/13,安徽省,993,987,6
2021/1/13,河北省,851,379,7
2021/1/13,辽宁省,396,343,2
2021/1/13,重庆市,590,584,6
2021/1/13,陕西省,524,500,3
2021/1/13,青海省,18,18,0
2021/1/13,香港特别行政区,9385,8584,161
2021/1/13,黑龙江省,1031,950,13
2021/1/13,河南省,1303,1273,22
2021/1/13,贵州省,147,145,2
2021/1/13,浙江省,1308,1296,1
2021/1/13,海南省,171,165,6
2021/1/13,江西省,935,934,1
2021/1/13,四川省,857,844,3
2021/1/13,江苏省,687,684,0
2021/1/13,宁夏回族自治区,75,75,0
2021/1/13,新疆维吾尔族自治区,980,977,3
2021/1/13,广东省,2081,2030,8
2021/1/13,山西省,227,224,0
2021/1/13,山东省,864,854,7
2021/1/13,广西省,265,261,2
2021/1/13,吉林省,157,155,2
2021/1/13,台湾,1,1,0
2021/1/13,北京市,999,951,9
2021/1/13,内蒙古自治区,366,350,1
2021/1/13,云南省,231,223,2
2021/1/13,上海市,1581,1481,7
2021/1/13,天津市,324,305,3
2021/1/14,台湾,1,1,0
2021/1/14,河南省,1303,1273,22
2021/1/14,河北省,941,379,7
2021/1/14,江西省,935,934,1
2021/1/14,江苏省,688,684,0
2021/1/14,新疆维吾尔族自治区,980,977,3
2021/1/14,广西省,266,261,2
2021/1/14,山西省,227,224,0
2021/1/14,山东省,864,855,7
2021/1/14,安徽省,993,987,6
2021/1/14,宁夏回族自治区,75,75,0
2021/1/14,天津市,324,305,3
2021/1/14,四川省,858,845,3
2021/1/14,广东省,2084,2031,8
2021/1/14,浙江省,1309,1296,1
2021/1/14,湖南省,1022,1017,4
2021/1/14,吉林省,157,155,2
2021/1/14,北京市,999,955,9
2021/1/14,湖北省,68149,63637,4512
2021/1/14,西藏自治区,1,1,0
2021/1/14,黑龙江省,1074,951,13
2021/1/14,香港特别行政区,9414,8631,161
2021/1/14,青海省,18,18,0
2021/1/14,陕西省,526,500,3
2021/1/14,重庆市,590,584,6
2021/1/14,辽宁省,396,349,2
2021/1/14,海南省,171,165,6
2021/1/14,福建省,529,503,1
2021/1/14,甘肃省,182,180,2
2021/1/14,澳门特别行政区,46,46,0
2021/1/14,上海市,1583,1489,7
2021/1/14,云南省,231,224,2
2021/1/14,内蒙古自治区,366,350,1
2021/1/14,贵州省,147,145,2
2021/1/15,内蒙古自治区,366,350,1
2021/1/15,北京市,1001,957,9
2021/1/15,台湾,1,1,0
2021/1/15,吉林省,157,155,2
2021/1/15,四川省,860,846,3
2021/1/15,江苏省,688,684,0
2021/1/15,天津市,327,305,3
2021/1/15,山西省,227,224,0
2021/1/15,山东省,864,855,7
2021/1/15,广东省,2084,2032,8
2021/1/15,广西省,266,261,2
2021/1/15,宁夏回族自治区,75,75,0
2021/1/15,湖南省,1023,1017,4
2021/1/15,云南省,231,224,2
2021/1/15,安徽省,993,987,6
2021/1/15,新疆维吾尔族自治区,980,977,3
2021/1/15,江西省,935,934,1
2021/1/15,西藏自治区,1,1,0
2021/1/15,海南省,171,165,6
2021/1/15,辽宁省,396,358,2
2021/1/15,甘肃省,182,180,2
2021/1/15,福建省,529,505,1
2021/1/15,贵州省,147,145,2
2021/1/15,上海市,1590,1491,7
2021/1/15,重庆市,591,584,6
2021/1/15,澳门特别行政区,46,46,0
2021/1/15,青海省,18,18,0
2021/1/15,香港特别行政区,9452,8684,161
2021/1/15,黑龙江省,1097,952,13
2021/1/15,湖北省,68149,63637,4512
2021/1/15,浙江省,1309,1298,1
2021/1/15,河南省,1303,1273,22
2021/1/15,河北省,1031,379,7
2021/1/15,陕西省,527,501,3
2021/1/16,台湾,1,1,0
2021/1/16,北京市,1003,958,9
2021/1/16,内蒙古自治区,366,350,1
2021/1/16,上海市,1594,1499,7
2021/1/16,西藏自治区,1,1,0
2021/1/16,湖北省,68149,63637,4512
2021/1/16,甘肃省,182,180,2
2021/1/16,重庆市,591,584,6
2021/1/16,贵州省,147,145,2
2021/1/16,辽宁省,396,359,2
2021/1/16,陕西省,527,502,3
2021/1/16,青海省,18,18,0
2021/1/16,香港特别行政区,9502,8724,162
2021/1/16,黑龙江省,1109,952,13
2021/1/16,吉林省,167,155,2
2021/1/16,福建省,531,508,1
2021/1/16,天津市,328,306,3
2021/1/16,广东省,2086,2034,8
2021/1/16,宁夏回族自治区,75,75,0
2021/1/16,湖南省,1024,1017,4
2021/1/16,澳门特别行政区,46,46,0
2021/1/16,云南省,231,224,2
2021/1/16,海南省,171,165,6
2021/1/16,四川省,862,847,3
2021/1/16,河南省,1303,1273,22
2021/1/16,河北省,1103,379,7
2021/1/16,浙江省,1309,1298,1
2021/1/16,江苏省,688,684,0
2021/1/16,新疆维吾尔族自治区,980,977,3
2021/1/16,广西省,266,261,2
2021/1/16,山西省,227,224,0
2021/1/16,山东省,865,855,7
2021/1/16,安徽省,993,987,6
2021/1/16,江西省,935,934,1
2021/1/17,新疆维吾尔族自治区,980,977,3
2021/1/17,云南省,231,224,2
2021/1/17,内蒙古自治区,366,350,1
2021/1/17,北京市,1006,959,9
2021/1/17,台湾,1,1,0
2021/1/17,吉林省,197,155,2
2021/1/17,甘肃省,182,180,2
2021/1/17,上海市,1598,1505,7
2021/1/17,宁夏回族自治区,75,75,0
2021/1/17,安徽省,993,987,6
2021/1/17,西藏自治区,1,1,0
2021/1/17,福建省,532,509,1
2021/1/17,山西省,227,224,0
2021/1/17,广东省,2087,2035,8
2021/1/17,天津市,329,306,3
2021/1/17,四川省,863,847,3
2021/1/17,广西省,266,262,2
2021/1/17,香港特别行政区,9557,8758,162
2021/1/17,江苏省,688,684,0
2021/1/17,重庆市,591,584,6
2021/1/17,河北省,1157,379,7
2021/1/17,河南省,1303,1273,22
2021/1/17,浙江省,1311,1298,1
2021/1/17,海南省,171,165,6
2021/1/17,湖北省,68149,63637,4512
2021/1/17,湖南省,1026,1017,4
2021/1/17,山东省,865,856,7
2021/1/17,青海省,18,18,0
2021/1/17,陕西省,530,502,3
2021/1/17,江西省,935,934,1
2021/1/17,辽宁省,396,360,2
2021/1/17,贵州省,147,145,2
2021/1/17,黑龙江省,1116,953,13
2021/1/17,澳门特别行政区,46,46,0
2021/1/18,内蒙古自治区,366,350,1
2021/1/18,北京市,1007,960,9
2021/1/18,台湾,1,1,0
2021/1/18,吉林省,240,155,2
2021/1/18,四川省,863,852,3
2021/1/18,香港特别行政区,9664,8786,163
2021/1/18,天津市,329,306,3
2021/1/18,山西省,228,224,0
2021/1/18,山东省,865,856,7
2021/1/18,广东省,2090,2039,8
2021/1/18,西藏自治区,1,1,0
2021/1/18,宁夏回族自治区,75,75,0
2021/1/18,甘肃省,182,180,2
2021/1/18,云南省,231,225,2
2021/1/18,安徽省,993,987,6
2021/1/18,黑龙江省,1143,953,13
2021/1/18,青海省,18,18,0
2021/1/18,新疆维吾尔族自治区,980,977,3
2021/1/18,广西省,266,262,2
2021/1/18,上海市,1602,1509,7
2021/1/18,江苏省,688,684,0
2021/1/18,江西省,935,934,1
2021/1/18,河北省,1192,383,7
2021/1/18,浙江省,1314,1298,1
2021/1/18,海南省,171,165,6
2021/1/18,河南省,1303,1275,22
2021/1/18,湖南省,1026,1017,4
2021/1/18,澳门特别行政区,46,46,0
2021/1/18,福建省,532,513,1
2021/1/18,贵州省,147,145,2
2021/1/18,辽宁省,396,365,2
2021/1/18,重庆市,591,584,6
2021/1/18,陕西省,531,502,3
2021/1/18,湖北省,68149,63637,4512
2021/1/19,天津市,330,307,3
2021/1/19,广东省,2093,2044,8
2021/1/19,山西省,228,224,0
2021/1/19,山东省,865,856,7
2021/1/19,安徽省,993,987,6
2021/1/19,宁夏回族自治区,75,75,0
2021/1/19,香港特别行政区,9720,8828,165
2021/1/19,广西省,266,262,2
2021/1/19,吉林省,286,155,2
2021/1/19,台湾,1,1,0
2021/1/19,北京市,1014,962,9
2021/1/19,内蒙古自治区,366,351,1
2021/1/19,云南省,231,225,2
2021/1/19,上海市,1606,1512,7
2021/1/19,青海省,18,18,0
2021/1/19,四川省,865,852,3
2021/1/19,新疆维吾尔族自治区,980,977,3
2021/1/19,澳门特别行政区,46,46,0
2021/1/19,江西省,935,934,1
2021/1/19,西藏自治区,1,1,0
2021/1/19,甘肃省,182,180,2
2021/1/19,黑龙江省,1159,954,13
2021/1/19,陕西省,533,503,3
2021/1/19,江苏省,688,684,0
2021/1/19,辽宁省,396,366,2
2021/1/19,贵州省,147,145,2
2021/1/19,重庆市,591,584,6
2021/1/19,湖南省,1026,1017,4
2021/1/19,湖北省,68149,63637,4512
2021/1/19,海南省,171,165,6
2021/1/19,浙江省,1316,1298,1
2021/1/19,河南省,1303,1276,22
2021/1/19,河北省,1211,384,7
2021/1/19,福建省,533,513,1
2021/1/20,新疆维吾尔族自治区,980,977,3
2021/1/20,广西省,267,262,2
2021/1/20,广东省,2094,2047,8
2021/1/20,山西省,230,224,0
2021/1/20,山东省,866,856,7
2021/1/20,安徽省,993,987,6
2021/1/20,云南省,231,225,2
2021/1/20,天津市,335,308,3
2021/1/20,四川省,865,852,3
2021/1/20,吉林省,319,155,2
2021/1/20,台湾,1,1,0
2021/1/20,北京市,1017,964,9
2021/1/20,内蒙古自治区,366,351,1
2021/1/20,江西省,935,934,1
2021/1/20,宁夏回族自治区,75,75,0
2021/1/20,贵州省,147,145,2
2021/1/20,甘肃省,182,180,2
2021/1/20,河南省,1303,1276,22
2021/1/20,江苏省,688,684,0
2021/1/20,辽宁省,396,369,2
2021/1/20,上海市,1615,1513,7
2021/1/20,重庆市,591,584,6
2021/1/20,陕西省,533,504,3
2021/1/20,青海省,18,18,0
2021/1/20,河北省,1231,395,7
2021/1/20,香港特别行政区,9797,8865,166
2021/1/20,福建省,533,513,1
2021/1/20,澳门特别行政区,46,46,0
2021/1/20,湖南省,1026,1017,4
2021/1/20,湖北省,68150,63637,4512
2021/1/20,海南省,171,165,6
2021/1/20,浙江省,1316,1298,1
2021/1/20,黑龙江省,1227,955,13
2021/1/20,西藏自治区,1,1,0
