日期,省,累计确诊,累计治愈,累计死亡
2020/12/20,贵州省,147,145,2
2020/12/20,广东省,2031,1982,8
2020/12/20,重庆市,590,584,6
2020/12/20,海南省,171,165,6
2020/12/20,辽宁省,292,287,2
2020/12/20,山西省,224,220,0
2020/12/20,安徽省,992,986,6
2020/12/20,山东省,861,841,7
2020/12/20,黑龙江省,961,936,13
2020/12/20,西藏自治区,1,1,0
2020/12/20,香港特别行政区,8152,6837,130
2020/12/20,陕西省,504,485,3
2020/12/20,上海市,1455,1351,7
2020/12/20,云南省,227,211,2
2020/12/20,青海省,18,18,0
2020/12/20,北京市,961,940,9
2020/12/20,台湾,1,1,0
2020/12/20,吉林省,157,155,2
2020/12/20,四川省,841,801,3
2020/12/20,天津市,304,296,3
2020/12/20,宁夏回族自治区,75,75,0
2020/12/20,内蒙古自治区,350,329,1
2020/12/21,湖北省,68149,63637,4512
2020/12/21,江苏省,684,679,0
2020/12/21,河北省,373,367,6
2020/12/21,河南省,1297,1270,22
2020/12/21,浙江省,1299,1290,1
2020/12/21,海南省,171,165,6
2020/12/21,湖南省,1020,1016,4
2020/12/21,香港特别行政区,8237,6910,131
2020/12/21,甘肃省,182,180,2
2020/12/21,福建省,507,482,1
2020/12/21,贵州省,147,145,2
2020/12/21,辽宁省,294,287,2
2020/12/21,重庆市,590,584,6
2020/12/21,陕西省,504,485,3
2020/12/21,澳门特别行政区,46,46,0
2020/12/21,广西省,264,261,2
2020/12/21,江西省,935,934,1
2020/12/21,山西省,224,220,0
2020/12/21,西藏自治区,1,1,0
2020/12/21,黑龙江省,961,936,13
2020/12/21,新疆维吾尔族自治区,980,977,3
2020/12/21,青海省,18,18,0
2020/12/21,上海市,1461,1352,7
2020/12/21,云南省,227,211,2
2020/12/21,内蒙古自治区,352,331,1
2020/12/21,广东省,2034,1982,8
2020/12/21,台湾,1,1,0
2020/12/21,吉林省,157,155,2
2020/12/21,四川省,843,801,3
2020/12/21,天津市,304,297,3
2020/12/21,宁夏回族自治区,75,75,0
2020/12/21,安徽省,992,986,6
2020/12/21,山东省,861,841,7
2020/12/21,北京市,961,940,9
2020/12/22,江苏省,684,679,0
2020/12/22,江西省,935,934,1
2020/12/22,河北省,373,367,6
2020/12/22,河南省,1297,1270,22
2020/12/22,浙江省,1300,1290,1
2020/12/22,海南省,171,165,6
2020/12/22,湖北省,68149,63637,4512
2020/12/22,福建省,507,484,1
2020/12/22,澳门特别行政区,46,46,0
2020/12/22,甘肃省,182,180,2
2020/12/22,贵州省,147,145,2
2020/12/22,辽宁省,295,287,2
2020/12/22,新疆维吾尔族自治区,980,977,3
2020/12/22,广西省,264,261,2
2020/12/22,湖南省,1020,1016,4
2020/12/22,香港特别行政区,8300,6995,132
2020/12/22,重庆市,590,584,6
2020/12/22,山西省,224,221,0
2020/12/22,西藏自治区,1,1,0
2020/12/22,黑龙江省,961,936,13
2020/12/22,陕西省,504,485,3
2020/12/22,青海省,18,18,0
2020/12/22,上海市,1473,1358,7
2020/12/22,云南省,227,211,2
2020/12/22,内蒙古自治区,352,331,1
2020/12/22,广东省,2035,1986,8
2020/12/22,台湾,1,1,0
2020/12/22,吉林省,157,155,2
2020/12/22,四川省,843,804,3
2020/12/22,天津市,304,297,3
2020/12/22,宁夏回族自治区,75,75,0
2020/12/22,安徽省,992,986,6
2020/12/22,山东省,861,841,7
2020/12/22,北京市,961,941,9
2020/12/23,江苏省,684,679,0
2020/12/23,北京市,961,941,9
2020/12/23,台湾,1,1,0
2020/12/23,吉林省,157,155,2
2020/12/23,四川省,845,806,3
2020/12/23,香港特别行政区,8353,7112,133
2020/12/23,江西省,935,934,1
2020/12/23,山西省,224,221,0
2020/12/23,安徽省,992,986,6
2020/12/23,山东省,861,841,7
2020/12/23,广东省,2036,1993,8
2020/12/23,广西省,264,261,2
2020/12/23,新疆维吾尔族自治区,980,977,3
2020/12/23,宁夏回族自治区,75,75,0
2020/12/23,河北省,373,367,6
2020/12/23,天津市,304,298,3
2020/12/23,内蒙古自治区,352,335,1
2020/12/23,青海省,18,18,0
2020/12/23,浙江省,1300,1290,1
2020/12/23,河南省,1298,1270,22
2020/12/23,西藏自治区,1,1,0
2020/12/23,上海市,1479,1362,7
2020/12/23,云南省,227,213,2
2020/12/23,重庆市,590,584,6
2020/12/23,辽宁省,302,287,2
2020/12/23,贵州省,147,145,2
2020/12/23,陕西省,504,487,3
2020/12/23,甘肃省,182,180,2
2020/12/23,澳门特别行政区,46,46,0
2020/12/23,黑龙江省,961,937,13
2020/12/23,湖南省,1020,1016,4
2020/12/23,湖北省,68149,63637,4512
2020/12/23,海南省,171,165,6
2020/12/23,福建省,507,485,1
2020/12/24,甘肃省,182,180,2
2020/12/24,浙江省,1300,1290,1
2020/12/24,海南省,171,165,6
2020/12/24,湖北省,68149,63637,4512
2020/12/24,湖南省,1020,1016,4
2020/12/24,澳门特别行政区,46,46,0
2020/12/24,福建省,507,486,1
2020/12/24,河南省,1298,1270,22
2020/12/24,辽宁省,310,287,2
2020/12/24,重庆市,590,584,6
2020/12/24,陕西省,504,487,3
2020/12/24,青海省,18,18,0
2020/12/24,香港特别行政区,8424,7203,135
2020/12/24,黑龙江省,961,937,13
2020/12/24,贵州省,147,145,2
2020/12/24,北京市,961,941,9
2020/12/24,云南省,227,213,2
2020/12/24,江西省,935,934,1
2020/12/24,西藏自治区,1,1,0
2020/12/24,上海市,1483,1367,7
2020/12/24,内蒙古自治区,352,336,1
2020/12/24,台湾,1,1,0
2020/12/24,吉林省,157,155,2
2020/12/24,四川省,846,807,3
2020/12/24,天津市,304,298,3
2020/12/24,河北省,373,367,6
2020/12/24,安徽省,992,986,6
2020/12/24,山东省,861,841,7
2020/12/24,山西省,224,221,0
2020/12/24,广东省,2037,1995,8
2020/12/24,广西省,264,261,2
2020/12/24,新疆维吾尔族自治区,980,977,3
2020/12/24,江苏省,684,679,0
2020/12/24,宁夏回族自治区,75,75,0
2020/12/25,香港特别行政区,8481,7317,136
2020/12/25,青海省,18,18,0
2020/12/25,重庆市,590,584,6
2020/12/25,辽宁省,316,287,2
2020/12/25,贵州省,147,145,2
2020/12/25,河北省,373,367,6
2020/12/25,湖北省,68149,63637,4512
2020/12/25,澳门特别行政区,46,46,0
2020/12/25,湖南省,1021,1016,4
2020/12/25,福建省,508,486,1
2020/12/25,海南省,171,165,6
2020/12/25,浙江省,1300,1290,1
2020/12/25,河南省,1298,1270,22
2020/12/25,甘肃省,182,180,2
2020/12/25,上海市,1488,1370,7
2020/12/25,江西省,935,934,1
2020/12/25,陕西省,505,487,3
2020/12/25,新疆维吾尔族自治区,980,977,3
2020/12/25,西藏自治区,1,1,0
2020/12/25,云南省,229,213,2
2020/12/25,黑龙江省,961,937,13
2020/12/25,内蒙古自治区,352,336,1
2020/12/25,北京市,963,941,9
2020/12/25,台湾,1,1,0
2020/12/25,吉林省,157,155,2
2020/12/25,江苏省,684,682,0
2020/12/25,天津市,304,298,3
2020/12/25,宁夏回族自治区,75,75,0
2020/12/25,安徽省,992,986,6
2020/12/25,山东省,861,842,7
2020/12/25,山西省,224,221,0
2020/12/25,广东省,2038,1997,8
2020/12/25,广西省,264,261,2
2020/12/25,四川省,847,809,3
2020/12/26,江苏省,684,682,0
2020/12/26,广西省,264,261,2
2020/12/26,广东省,2038,1999,8
2020/12/26,山西省,224,221,0
2020/12/26,山东省,861,844,7
2020/12/26,安徽省,993,986,6
2020/12/26,宁夏回族自治区,75,75,0
2020/12/26,台湾,1,1,0
2020/12/26,四川省,847,812,3
2020/12/26,吉林省,157,155,2
2020/12/26,北京市,971,941,9
2020/12/26,内蒙古自治区,352,336,1
2020/12/26,云南省,229,213,2
2020/12/26,上海市,1492,1377,7
2020/12/26,香港特别行政区,8540,7394,136
2020/12/26,天津市,304,298,3
2020/12/26,新疆维吾尔族自治区,980,977,3
2020/12/26,江西省,935,934,1
2020/12/26,浙江省,1302,1290,1
2020/12/26,西藏自治区,1,1,0
2020/12/26,河南省,1298,1270,22
2020/12/26,黑龙江省,961,939,13
2020/12/26,青海省,18,18,0
2020/12/26,陕西省,505,487,3
2020/12/26,重庆市,590,584,6
2020/12/26,辽宁省,323,287,2
2020/12/26,河北省,373,367,6
2020/12/26,福建省,508,486,1
2020/12/26,甘肃省,182,180,2
2020/12/26,澳门特别行政区,46,46,0
2020/12/26,湖南省,1021,1016,4
2020/12/26,湖北省,68149,63637,4512
2020/12/26,海南省,171,165,6
2020/12/26,贵州省,147,145,2
2020/12/27,河南省,1298,1270,22
2020/12/27,海南省,171,165,6
2020/12/27,湖北省,68149,63637,4512
2020/12/27,湖南省,1021,1016,4
2020/12/27,澳门特别行政区,46,46,0
2020/12/27,甘肃省,182,180,2
2020/12/27,福建省,508,486,1
2020/12/27,陕西省,505,487,3
2020/12/27,辽宁省,329,287,2
2020/12/27,重庆市,590,584,6
2020/12/27,青海省,18,18,0
2020/12/27,香港特别行政区,8610,7474,137
2020/12/27,黑龙江省,961,939,13
2020/12/27,上海市,1494,1384,7
2020/12/27,内蒙古自治区,358,336,1
2020/12/27,贵州省,147,145,2
2020/12/27,浙江省,1305,1290,1
2020/12/27,河北省,373,367,6
2020/12/27,江苏省,684,682,0
2020/12/27,江西省,935,934,1
2020/12/27,云南省,229,213,2
2020/12/27,北京市,972,941,9
2020/12/27,西藏自治区,1,1,0
2020/12/27,吉林省,157,155,2
2020/12/27,四川省,848,815,3
2020/12/27,天津市,305,299,3
2020/12/27,台湾,1,1,0
2020/12/27,安徽省,993,986,6
2020/12/27,山东省,861,844,7
2020/12/27,山西省,224,221,0
2020/12/27,广东省,2039,2003,8
2020/12/27,广西省,264,261,2
2020/12/27,新疆维吾尔族自治区,980,977,3
2020/12/27,宁夏回族自治区,75,75,0
2020/12/28,福建省,509,486,1
2020/12/28,海南省,171,165,6
2020/12/28,湖北省,68149,63637,4512
2020/12/28,湖南省,1021,1016,4
2020/12/28,澳门特别行政区,46,46,0
2020/12/28,甘肃省,182,180,2
2020/12/28,贵州省,147,145,2
2020/12/28,浙江省,1305,1290,1
2020/12/28,重庆市,590,584,6
2020/12/28,陕西省,505,487,3
2020/12/28,青海省,18,18,0
2020/12/28,内蒙古自治区,359,339,1
2020/12/28,云南省,229,213,2
2020/12/28,香港特别行政区,8671,7526,141
2020/12/28,辽宁省,337,287,2
2020/12/28,河南省,1299,1270,22
2020/12/28,上海市,1498,1389,7
2020/12/28,江西省,935,934,1
2020/12/28,西藏自治区,1,1,0
2020/12/28,北京市,979,941,9
2020/12/28,台湾,1,1,0
2020/12/28,黑龙江省,961,939,13
2020/12/28,吉林省,157,155,2
2020/12/28,四川省,851,817,3
2020/12/28,天津市,306,300,3
2020/12/28,河北省,373,367,6
2020/12/28,安徽省,993,986,6
2020/12/28,山东省,861,844,7
2020/12/28,山西省,224,221,0
2020/12/28,广东省,2040,2008,8
2020/12/28,广西省,264,261,2
2020/12/28,新疆维吾尔族自治区,980,977,3
2020/12/28,江苏省,684,682,0
2020/12/28,宁夏回族自治区,75,75,0
2020/12/29,黑龙江省,962,941,13
2020/12/29,青海省,18,18,0
2020/12/29,陕西省,505,489,3
2020/12/29,重庆市,590,584,6
2020/12/29,河南省,1299,1270,22
2020/12/29,辽宁省,342,287,2
2020/12/29,福建省,511,486,1
2020/12/29,湖北省,68149,63637,4512
2020/12/29,澳门特别行政区,46,46,0
2020/12/29,湖南省,1021,1016,4
2020/12/29,浙江省,1306,1293,1
2020/12/29,海南省,171,165,6
2020/12/29,贵州省,147,145,2
2020/12/29,吉林省,157,155,2
2020/12/29,甘肃省,182,180,2
2020/12/29,河北省,373,367,6
2020/12/29,香港特别行政区,8724,7616,143
2020/12/29,江西省,935,934,1
2020/12/29,安徽省,993,986,6
2020/12/29,江苏省,684,682,0
2020/12/29,新疆维吾尔族自治区,980,977,3
2020/12/29,广西省,264,261,2
2020/12/29,广东省,2041,2008,8
2020/12/29,山西省,224,221,0
2020/12/29,山东省,862,846,7
2020/12/29,西藏自治区,1,1,0
2020/12/29,台湾,1,1,0
2020/12/29,天津市,309,300,3
2020/12/29,四川省,851,817,3
2020/12/29,北京市,980,941,9
2020/12/29,内蒙古自治区,361,339,1
2020/12/29,云南省,229,214,2
2020/12/29,上海市,1505,1400,7
2020/12/29,宁夏回族自治区,75,75,0
2020/12/30,江西省,935,934,1
2020/12/30,河北省,373,367,6
2020/12/30,江苏省,684,682,0
2020/12/30,浙江省,1306,1293,1
2020/12/30,海南省,171,165,6
2020/12/30,湖北省,68149,63637,4512
2020/12/30,澳门特别行政区,46,46,0
2020/12/30,贵州省,147,145,2
2020/12/30,福建省,512,487,1
2020/12/30,辽宁省,347,287,2
2020/12/30,重庆市,590,584,6
2020/12/30,陕西省,506,489,3
2020/12/30,青海省,18,18,0
2020/12/30,新疆维吾尔族自治区,980,977,3
2020/12/30,甘肃省,182,180,2
2020/12/30,黑龙江省,964,942,13
2020/12/30,河南省,1299,1270,22
2020/12/30,广东省,2044,2008,8
2020/12/30,西藏自治区,1,1,0
2020/12/30,湖南省,1021,1016,4
2020/12/30,香港特别行政区,8778,7722,147
2020/12/30,上海市,1511,1405,7
2020/12/30,云南省,229,214,2
2020/12/30,内蒙古自治区,364,340,1
2020/12/30,北京市,982,943,9
2020/12/30,广西省,264,261,2
2020/12/30,吉林省,157,155,2
2020/12/30,四川省,853,817,3
2020/12/30,天津市,309,300,3
2020/12/30,宁夏回族自治区,75,75,0
2020/12/30,安徽省,993,986,6
2020/12/30,山东省,862,846,7
2020/12/30,山西省,224,221,0
2020/12/30,台湾,1,1,0
2020/12/31,新疆维吾尔族自治区,980,977,3
2020/12/31,上海市,1516,1412,7
2020/12/31,内蒙古自治区,364,340,1
2020/12/31,江苏省,684,682,0
2020/12/31,台湾,1,1,0
2020/12/31,吉林省,157,155,2
2020/12/31,山东省,862,847,7
2020/12/31,北京市,987,944,9
2020/12/31,安徽省,993,986,6
2020/12/31,海南省,171,165,6
2020/12/31,山西省,224,221,0
2020/12/31,广东省,2046,2010,8
2020/12/31,广西省,264,261,2
2020/12/31,宁夏回族自治区,75,75,0
2020/12/31,天津市,309,300,3
2020/12/31,江西省,935,934,1
2020/12/31,云南省,230,215,2
2020/12/31,河南省,1299,1270,22
2020/12/31,西藏自治区,1,1,0
2020/12/31,澳门特别行政区,46,46,0
2020/12/31,四川省,853,822,3
2020/12/31,黑龙江省,964,942,13
2020/12/31,香港特别行政区,8846,7813,148
2020/12/31,青海省,18,18,0
2020/12/31,陕西省,507,490,3
2020/12/31,河北省,373,367,6
2020/12/31,辽宁省,351,287,2
2020/12/31,贵州省,147,145,2
2020/12/31,福建省,513,488,1
2020/12/31,甘肃省,182,180,2
2020/12/31,湖南省,1021,1016,4
2020/12/31,湖北省,68149,63637,4512
2020/12/31,浙江省,1306,1293,1
2020/12/31,重庆市,590,584,6
2021/1/1,海南省,171,165,6
2021/1/1,浙江省,1306,1293,1
2021/1/1,河南省,1299,1270,22
2021/1/1,河北省,373,367,6
2021/1/1,江西省,935,934,1
2021/1/1,江苏省,684,682,0
2021/1/1,新疆维吾尔族自治区,980,977,3
2021/1/1,重庆市,590,584,6
2021/1/1,广东省,2046,2011,8
2021/1/1,山西省,224,221,0
2021/1/1,陕西省,508,490,3
2021/1/1,安徽省,993,986,6
2021/1/1,香港特别行政区,8888,7912,148
2021/1/1,黑龙江省,964,942,13
2021/1/1,湖北省,68149,63637,4512
2021/1/1,广西省,264,261,2
2021/1/1,山东省,863,847,7
2021/1/1,湖南省,1021,1016,4
2021/1/1,甘肃省,182,180,2
2021/1/1,西藏自治区,1,1,0
2021/1/1,上海市,1520,1420,7
2021/1/1,云南省,230,215,2
2021/1/1,内蒙古自治区,364,340,1
2021/1/1,北京市,988,944,9
2021/1/1,台湾,1,1,0
2021/1/1,吉林省,157,155,2
2021/1/1,澳门特别行政区,46,46,0
2021/1/1,天津市,312,300,3
2021/1/1,宁夏回族自治区,75,75,0
2021/1/1,青海省,18,18,0
2021/1/1,辽宁省,359,287,2
2021/1/1,贵州省,147,145,2
2021/1/1,福建省,513,488,1
2021/1/1,四川省,853,822,3
2021/1/2,辽宁省,362,287,2
2021/1/2,香港特别行政区,8923,7968,150
2021/1/2,陕西省,510,490,3
2021/1/2,重庆市,590,584,6
2021/1/2,贵州省,147,145,2
2021/1/2,福建省,516,488,1
2021/1/2,湖南省,1021,1016,4
2021/1/2,甘肃省,182,180,2
2021/1/2,江西省,935,934,1
2021/1/2,湖北省,68149,63637,4512
2021/1/2,海南省,171,165,6
2021/1/2,浙江省,1306,1293,1
2021/1/2,河南省,1299,1270,22
2021/1/2,澳门特别行政区,46,46,0
2021/1/2,黑龙江省,968,945,13
2021/1/2,四川省,853,824,3
2021/1/2,青海省,18,18,0
2021/1/2,河北省,374,367,6
2021/1/2,上海市,1526,1424,7
2021/1/2,西藏自治区,1,1,0
2021/1/2,新疆维吾尔族自治区,980,977,3
2021/1/2,广西省,264,261,2
2021/1/2,广东省,2051,2012,8
2021/1/2,山东省,863,848,7
2021/1/2,安徽省,993,986,6
2021/1/2,山西省,224,221,0
2021/1/2,天津市,313,300,3
2021/1/2,吉林省,157,155,2
2021/1/2,台湾,1,1,0
2021/1/2,北京市,990,944,9
2021/1/2,江苏省,684,682,0
2021/1/2,内蒙古自治区,365,341,1
2021/1/2,云南省,230,215,2
2021/1/2,宁夏回族自治区,75,75,0
2021/1/3,河北省,378,367,6
2021/1/3,湖南省,1021,1016,4
2021/1/3,湖北省,68149,63637,4512
2021/1/3,贵州省,147,145,2
2021/1/3,海南省,171,165,6
2021/1/3,河南省,1299,1270,22
2021/1/3,江西省,935,934,1
2021/1/3,澳门特别行政区,46,46,0
2021/1/3,新疆维吾尔族自治区,980,977,3
2021/1/3,广西省,264,261,2
2021/1/3,广东省,2053,2012,8
2021/1/3,山西省,225,221,0
2021/1/3,山东省,863,848,7
2021/1/3,安徽省,993,986,6
2021/1/3,浙江省,1306,1293,1
2021/1/3,江苏省,684,683,0
2021/1/3,青海省,18,18,0
2021/1/3,甘肃省,182,180,2
2021/1/3,黑龙江省,969,946,13
2021/1/3,北京市,992,944,9
2021/1/3,台湾,1,1,0
2021/1/3,内蒙古自治区,366,345,1
2021/1/3,辽宁省,369,290,2
2021/1/3,上海市,1530,1429,7
2021/1/3,吉林省,157,155,2
2021/1/3,西藏自治区,1,1,0
2021/1/3,福建省,517,489,1
2021/1/3,四川省,856,826,3
2021/1/3,天津市,314,300,3
2021/1/3,宁夏回族自治区,75,75,0
2021/1/3,重庆市,590,584,6
2021/1/3,陕西省,516,490,3
2021/1/3,香港特别行政区,8964,8011,150
2021/1/3,云南省,230,215,2
2021/1/4,河北省,392,367,6
2021/1/4,广西省,264,261,2
2021/1/4,上海市,1536,1429,7
2021/1/4,云南省,230,216,2
2021/1/4,内蒙古自治区,366,345,1
2021/1/4,北京市,993,944,9
2021/1/4,台湾,1,1,0
2021/1/4,宁夏回族自治区,75,75,0
2021/1/4,新疆维吾尔族自治区,980,977,3
2021/1/4,四川省,857,826,3
2021/1/4,安徽省,993,986,6
2021/1/4,山东省,863,848,7
2021/1/4,山西省,225,222,0
2021/1/4,江苏省,685,683,0
2021/1/4,天津市,315,300,3
2021/1/4,吉林省,157,155,2
2021/1/4,广东省,2057,2014,8
2021/1/4,江西省,935,934,1
2021/1/4,浙江省,1306,1293,1
2021/1/4,河南省,1300,1270,22
2021/1/4,西藏自治区,1,1,0
2021/1/4,辽宁省,372,292,2
2021/1/4,湖北省,68149,63637,4512
2021/1/4,香港特别行政区,9017,8055,153
2021/1/4,青海省,18,18,0
2021/1/4,陕西省,516,491,3
2021/1/4,黑龙江省,969,948,13
2021/1/4,贵州省,147,145,2
2021/1/4,福建省,518,490,1
2021/1/4,甘肃省,182,180,2
2021/1/4,澳门特别行政区,46,46,0
2021/1/4,湖南省,1021,1016,4
2021/1/4,海南省,171,165,6
2021/1/4,重庆市,590,584,6
2021/1/5,湖南省,1021,1016,4
2021/1/5,辽宁省,373,294,2
2021/1/5,贵州省,147,145,2
2021/1/5,甘肃省,182,180,2
2021/1/5,澳门特别行政区,46,46,0
2021/1/5,黑龙江省,970,949,13
2021/1/5,湖北省,68149,63637,4512
2021/1/5,重庆市,590,584,6
2021/1/5,河南省,1300,1271,22
2021/1/5,河北省,412,367,6
2021/1/5,江西省,935,934,1
2021/1/5,山东省,863,848,7
2021/1/5,新疆维吾尔族自治区,980,977,3
2021/1/5,广西省,264,261,2
2021/1/5,浙江省,1306,1293,1
2021/1/5,陕西省,519,491,3
2021/1/5,海南省,171,165,6
2021/1/5,香港特别行政区,9049,8127,153
2021/1/5,安徽省,993,986,6
2021/1/5,四川省,857,828,3
2021/1/5,宁夏回族自治区,75,75,0
2021/1/5,天津市,316,301,3
2021/1/5,吉林省,157,155,2
2021/1/5,广东省,2060,2015,8
2021/1/5,北京市,994,945,9
2021/1/5,青海省,18,18,0
2021/1/5,云南省,230,216,2
2021/1/5,上海市,1538,1437,7
2021/1/5,西藏自治区,1,1,0
2021/1/5,台湾,1,1,0
2021/1/5,山西省,225,222,0
2021/1/5,江苏省,685,684,0
2021/1/5,福建省,518,493,1
2021/1/5,内蒙古自治区,366,345,1
2021/1/6,四川省,857,828,3
2021/1/6,海南省,171,165,6
2021/1/6,河南省,1300,1271,22
2021/1/6,河北省,465,367,6
2021/1/6,江西省,935,934,1
2021/1/6,江苏省,685,684,0
2021/1/6,新疆维吾尔族自治区,980,977,3
2021/1/6,山东省,863,851,7
2021/1/6,广东省,2062,2018,8
2021/1/6,山西省,225,222,0
2021/1/6,安徽省,993,986,6
2021/1/6,宁夏回族自治区,75,75,0
2021/1/6,浙江省,1306,1293,1
2021/1/6,陕西省,521,493,3
2021/1/6,湖北省,68149,63637,4512
2021/1/6,广西省,264,261,2
2021/1/6,湖南省,1021,1016,4
2021/1/6,西藏自治区,1,1,0
2021/1/6,黑龙江省,970,949,13
2021/1/6,北京市,994,947,9
2021/1/6,内蒙古自治区,366,346,1
2021/1/6,福建省,518,494,1
2021/1/6,上海市,1543,1439,7
2021/1/6,云南省,230,216,2
2021/1/6,甘肃省,182,180,2
2021/1/6,吉林省,157,155,2
2021/1/6,台湾,1,1,0
2021/1/6,贵州省,147,145,2
2021/1/6,辽宁省,374,300,2
2021/1/6,重庆市,590,584,6
2021/1/6,澳门特别行政区,46,46,0
2021/1/6,青海省,18,18,0
2021/1/6,香港特别行政区,9074,8201,154
2021/1/6,天津市,316,301,3
2021/1/7,吉林省,157,155,2
2021/1/7,上海市,1551,1442,7
2021/1/7,云南省,230,218,2
2021/1/7,内蒙古自治区,366,346,1
2021/1/7,北京市,995,947,9
2021/1/7,台湾,1,1,0
2021/1/7,青海省,18,18,0
2021/1/7,广东省,2065,2020,8
2021/1/7,天津市,316,302,3
2021/1/7,宁夏回族自治区,75,75,0
2021/1/7,安徽省,993,986,6
2021/1/7,山东省,863,852,7
2021/1/7,山西省,225,222,0
2021/1/7,黑龙江省,971,949,13
2021/1/7,香港特别行政区,9107,8258,154
2021/1/7,四川省,857,829,3
2021/1/7,陕西省,521,494,3
2021/1/7,新疆维吾尔族自治区,980,977,3
2021/1/7,重庆市,590,584,6
2021/1/7,广西省,264,261,2
2021/1/7,湖南省,1022,1016,4
2021/1/7,江苏省,686,684,0
2021/1/7,江西省,935,934,1
2021/1/7,河北省,498,367,6
2021/1/7,河南省,1301,1273,22
2021/1/7,浙江省,1306,1296,1
2021/1/7,西藏自治区,1,1,0
2021/1/7,湖北省,68149,63637,4512
2021/1/7,澳门特别行政区,46,46,0
2021/1/7,甘肃省,182,180,2
2021/1/7,福建省,519,495,1
2021/1/7,贵州省,147,145,2
2021/1/7,辽宁省,377,304,2
2021/1/7,海南省,171,165,6
2021/1/8,河南省,1301,1273,22
2021/1/8,浙江省,1306,1296,1
2021/1/8,海南省,171,165,6
2021/1/8,湖北省,68149,63637,4512
2021/1/8,湖南省,1022,1017,4
2021/1/8,香港特别行政区,9152,8307,155
2021/1/8,甘肃省,182,180,2
2021/1/8,辽宁省,384,306,2
2021/1/8,贵州省,147,145,2
2021/1/8,重庆市,590,584,6
2021/1/8,陕西省,521,494,3
2021/1/8,青海省,18,18,0
2021/1/8,澳门特别行政区,46,46,0
2021/1/8,河北省,512,367,6
2021/1/8,福建省,520,495,1
2021/1/8,江西省,935,934,1
2021/1/8,黑龙江省,971,949,13
2021/1/8,新疆维吾尔族自治区,980,977,3
2021/1/8,广西省,264,261,2
2021/1/8,江苏省,687,684,0
2021/1/8,上海市,1558,1446,7
2021/1/8,云南省,230,219,2
2021/1/8,内蒙古自治区,366,348,1
2021/1/8,台湾,1,1,0
2021/1/8,吉林省,157,155,2
2021/1/8,北京市,995,948,9
2021/1/8,天津市,316,303,3
2021/1/8,宁夏回族自治区,75,75,0
2021/1/8,安徽省,993,986,6
2021/1/8,山东省,864,852,7
2021/1/8,山西省,225,223,0
2021/1/8,西藏自治区,1,1,0
2021/1/8,广东省,2067,2022,8
2021/1/8,四川省,857,830,3
2021/1/9,北京市,996,950,9
2021/1/9,内蒙古自治区,366,349,1
2021/1/9,云南省,230,219,2
2021/1/9,陕西省,522,497,3
2021/1/9,上海市,1562,1449,7
2021/1/9,山西省,226,223,0
2021/1/9,香港特别行政区,9211,8374,157
2021/1/9,澳门特别行政区,46,46,0
2021/1/9,黑龙江省,971,949,13
2021/1/9,甘肃省,182,180,2
2021/1/9,西藏自治区,1,1,0
2021/1/9,青海省,18,18,0
2021/1/9,重庆市,590,584,6
2021/1/9,贵州省,147,145,2
2021/1/9,辽宁省,387,312,2
2021/1/9,福建省,526,497,1
2021/1/9,台湾,1,1,0
2021/1/9,吉林省,157,155,2
2021/1/9,四川省,857,833,3
2021/1/9,新疆维吾尔族自治区,980,977,3
2021/1/9,江苏省,687,684,0
2021/1/9,江西省,935,934,1
2021/1/9,河北省,558,367,6
2021/1/9,浙江省,1308,1296,1
2021/1/9,广西省,264,261,2
2021/1/9,湖北省,68149,63637,4512
2021/1/9,海南省,171,165,6
2021/1/9,河南省,1301,1273,22
2021/1/9,广东省,2068,2022,8
2021/1/9,宁夏回族自治区,75,75,0
2021/1/9,山东省,864,852,7
2021/1/9,安徽省,993,986,6
2021/1/9,天津市,320,303,3
2021/1/9,湖南省,1022,1017,4
2021/1/10,江西省,935,934,1
2021/1/10,香港特别行政区,9242,8423,158
2021/1/10,青海省,18,18,0
2021/1/10,陕西省,523,498,3
2021/1/10,重庆市,590,584,6
2021/1/10,辽宁省,393,314,2
2021/1/10,贵州省,147,145,2
2021/1/10,河南省,1301,1273,22
2021/1/10,澳门特别行政区,46,46,0
2021/1/10,湖南省,1022,1017,4
2021/1/10,湖北省,68149,63637,4512
2021/1/10,海南省,171,165,6
2021/1/10,浙江省,1308,1296,1
2021/1/10,福建省,527,497,1
2021/1/10,黑龙江省,971,949,13
2021/1/10,甘肃省,182,180,2
2021/1/10,河北省,640,367,6
2021/1/10,江苏省,687,684,0
2021/1/10,天津市,322,303,3
2021/1/10,广东省,2075,2024,8
2021/1/10,山西省,226,224,0
2021/1/10,山东省,864,852,7
2021/1/10,安徽省,993,987,6
2021/1/10,宁夏回族自治区,75,75,0
2021/1/10,西藏自治区,1,1,0
2021/1/10,四川省,857,835,3
2021/1/10,广西省,264,261,2
2021/1/10,台湾,1,1,0
2021/1/10,北京市,997,951,9
2021/1/10,内蒙古自治区,366,349,1
2021/1/10,云南省,231,219,2
2021/1/10,上海市,1564,1457,7
2021/1/10,新疆维吾尔族自治区,980,977,3
2021/1/10,吉林省,157,155,2
2021/1/11,陕西省,524,499,3
2021/1/11,重庆市,590,584,6
2021/1/11,辽宁省,396,322,2
2021/1/11,贵州省,147,145,2
2021/1/11,福建省,528,498,1
